,authors,ArticleTitle,journal_title,volume,date,pubmed,doi_pii_str,abstract
23,"Q. Cai, J. Yan, R. Duan, Y. Zhu, Y. Hua, Y. Liao, Q. Li, W. Li and S. Ji, ","""E3 ligase Cul2 mediates Drosophila early germ cell differentiation through targeting Bam."", ",Developmental biology ,493 ,(Jan. 2023). ,36423673; ,DOI 10.1016/j.ydbio.2022.11.005.,"Drosophila ovary has been one of the most mature and excellent systems for studying the in vivo regulatory mechanisms of stem cell fate determination. It has been well-known that the bone morphogenetic protein (BMP) signaling released by the niche cells promotes the maintenance of germline stem cells (GSCs) through inhibiting the transcription of the bag-of-marbles (bam) gene, which encodes a key factor for GSC differentiation. However, whether Bam is regulated at the post-translational level remains largely unknown. Here we show that the E3 ligase Cullin-2 (Cul2) is involved in modulating Bam ubiquitination, which occurs probably at multiple lysine residues of Bam's C-terminal region. Genetic evidence further supports the notion that Cul2-mediated Bam ubiquitination and turnover are essential for GSC maintenance and proper germline development. Collectively, our data not only uncovers a novel regulatory mechanism by which Bam is controlled at the post-translational level, but also provides new insights into how Cullin family protein determines the differentiation fate of early germ cells."
24,"J. Nouel and EA. White, ","""ZER1 Contributes to the Carcinogenic Activity of High-Risk HPV E7 Proteins."", ",mBio ,13(6) ,(Dec. 2022). ,36346242; ,DOI 10.1128/mbio.02033-22.,"Human papillomavirus (HPV) E7 proteins bind to host cell proteins to facilitate virus replication. Interactions between HPV E7 and host cell proteins can also drive cancer progression. We hypothesize that HPV E7-host protein interactions specific for high-risk E7 contribute to the carcinogenic activity of high-risk HPV. The cellular protein ZER1 interacts with the E7 protein from HPV16, the genotype most frequently associated with human cancers. The HPV16 E7-ZER1 interaction is unique among HPV E7 tested to date. Other E7 proteins, even from closely related HPV genotypes, do not bind ZER1, which is a substrate specificity factor for a CUL2-RING ubiquitin ligase. In the present study, we investigated the contribution of ZER1 to the carcinogenic activity of HPV16 E7. First, we mapped the ZER1 binding site to specific residues on the C terminus of HPV16 E7. We showed that the mutant HPV16 E7 that cannot bind ZER1 is impaired in the ability to promote the growth of primary keratinocytes. We found that ZER1 and CUL2 contribute to, but are not required for, HPV16 E7 to degrade RB1. Cancer dependency data show that ZER1 is an essential gene in most HPV-positive, but not HPV-negative, cancer cell lines. Depleting ZER1 impaired the growth of primary keratinocytes expressing HPV16 E7 or HPV18 E7 and of HPV16-and HPV18-positive cervical cancer cell lines. Taken together, our work demonstrates that ZER1 contributes to HPV-mediated carcinogenesis and is essential for the growth of HPV-positive cells. IMPORTANCE HPV16 is highly carcinogenic and is the most predominant HPV genotype associated with human cancers. The mechanisms that underlie differences between high-risk HPV genotypes are currently unknown, but many of these differences are likely attributable to the activities of the oncogenic HPV proteins, including E7. The HPV E7 oncoprotein is essential for HPV-mediated carcinogenesis. A large number of HPV E7 targets have been identified. However, it is unclear which of these many interactions contributes to the carcinogenic activity of HPV E7. Here, we characterized the interaction between HPV16 E7 and the host cell protein ZER1, testing whether this genotype-specific interaction could enable some of the carcinogenic activity of HPV16 E7. We found that ZER1 binding contributes to the growth-promoting activity of HPV16 E7 and to the growth of HPV-positive cervical cancer cells. We propose that ZER1 makes an important contribution to HPV-mediated carcinogenesis."
25,"T. Kamura, MN. Conrad, Q. Yan, RC. Conaway and JW. Conaway, ","""The Rbx1 subunit of SCF and VHL E3 ubiquitin ligase activates Rub1 modification of cullins Cdc53 and Cul2."", ",Genes & development ,13(22) ,(Nov. 1999). ,10579999; ,,"The RING-H2 finger protein Rbx1 is a subunit of the related SCF (Skp1-Cdc53/Cul1-F-box protein) and von Hippel-Lindau (VHL) tumor suppressor (elongin BC-Cul2-VHL) E3 ubiquitin ligase complexes, where it functions as a component of Cdc53/Rbx1 and Cul2/Rbx1 modules that activate ubiquitination of target proteins by the E2 ubiquitin-conjugating enzymes Cdc34 and Ubc5. Here we demonstrate that the Cdc53/Rbx1 and Cul2/Rbx1 modules also activate conjugation of the ubiquitin-like protein Rub1 to Cdc53 and Cul2 by the dedicated E2 Rub1 conjugating enzyme Ubc12. Our findings identify Rbx1 as a common component of enzyme systems responsible for ubiquitin and Rub1 modification of target proteins."
26,"ER. Woodward, SC. Clifford, D. Astuti, NA. Affara and ER. Maher, ","""Familial clear cell renal cell carcinoma (FCRC): clinical features and mutation analysis of the VHL, MET, and CUL2 candidate genes."", ",Journal of medical genetics ,37(5) ,(May. 2000). ,10807693; ,,"Familial renal cell carcinoma (RCC) is genetically heterogeneous. Genetic predisposition to clear cell RCC (CCRCC) is a major feature of von Hippel-Lindau (VHL) disease (MIM 193300) and has rarely been associated with chromosome 3 translocations. In addition, familial papillary (non-clear cell) RCC may result from germline mutations in the MET proto-oncogene (MIM 164860). However, rare kindreds with familial CCRCC (FCRC) not linked to the VHL tumour suppressor gene have been described suggesting that further familial RCC susceptibility genes exist. To investigate the genetic epidemiology of FCRC, we undertook a clinical and molecular study of FCRC in nine kindreds with two or more cases of CCRCC in first degree relatives. FCRC was characterised by an earlier age at onset (mean 47.1 years, 52% of cases <50 years of age) than sporadic cases. These findings differ from the only previous report of two FCRC kindreds and have important implications for renal surveillance in FCRC. The molecular basis of CCRCC susceptibility was investigated in nine FCRC kindreds and seven isolated cases with features of possible genetic susceptibility to CCRCC (four bilateral CCRCC aged <50 years and three with unilateral CCRCC aged <30 years). No germline mutations were detected in the VHL or MET genes, suggesting that FCRC is not allelic with VHL disease or HPRC. As binding of the VHL gene product to the CUL2 protein is important for pVHL function, we then searched for germline CUL2 mutations. Although CUL2 polymorphisms were identified, no pathogenic mutations were detected. These findings further define the clinical features of FCRC and exclude a major role for mutations in VHL, MET, or CUL2 in this disorder."
27,"GF. Camarillo, EI. Goyon, RB. Zuñiga, LAS. Salas, AEP. Escárcega and JK. Yamamoto-Furusho, ","""Gene Expression Profiling of Mediators Associated with the Inflammatory Pathways in the Intestinal Tissue from Patients with Ulcerative Colitis."", ",Mediators of inflammation ,2020 ,(2020). ,32410873; ,DOI 10.1155/2020/9238970.,"Multiple genes have been associated with IBD, and many of these can be linked to alterations in autophagy, UPR, ubiquitination, and metabolic and immune response pathways. The aim of this study was to analyze a transcriptomic panel of mediators associated with the inflammatory pathways in the colonic mucosa of UC patients. Patients and Methods. We studied a total of 100 patients with definitive diagnosis of UC (50 active and 50 in remission) and a control group (50 subjects) without endoscopic evidence of intestinal inflammation. Colonic mucosal biopsies were taken by colonoscopy and preserved in RNA later. Gene expression were measured by real-time polymerase chain reaction (RT-PCR)."
28,"M. Ohh and WG. Kaelin, ","""VHL and kidney cancer."", ","Methods in molecular biology (Clifton, N.J.) ",222 ,(2003). ,12710686; ,,
29,"SS. Hassan, K. Lundstrom, Á. Serrano-Aroca, P. Adadi, AAA. Aljabali, EM. Redwan, A. Lal, R. Kandimalla, TMA. El-Aziz, P. Pal Choudhury, GK. Azad, SP. Sherchan, G. Chauhan, M. Tambuwala, K. Takayama, D. Barh, G. Palu, P. Basu and VN. Uversky, ","""Emergence of unique SARS-CoV-2 ORF10 variants and their impact on protein structure and function."", ",International journal of biological macromolecules ,194 ,(Jan. 2022). ,34863825; ,DOI 10.1016/j.ijbiomac.2021.11.151.,"The devastating impact of the ongoing coronavirus disease 2019 (COVID-19) on public health, caused by the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) has made targeting the COVID-19 pandemic a top priority in medical research and pharmaceutical development. Surveillance of SARS-CoV-2 mutations is essential for the comprehension of SARS-CoV-2 variant diversity and their impact on virulence and pathogenicity. The SARS-CoV-2 open reading frame 10 (ORF10) protein interacts with multiple human proteins CUL2, ELOB, ELOC, MAP7D1, PPT1, RBX1, THTPA, TIMM8B, and ZYG11B expressed in lung tissue. Mutations and co-occurring mutations in the emerging SARS-CoV-2 ORF10 variants are expected to impact the severity of the virus and its associated consequences. In this article, we highlight 128 single mutations and 35 co-occurring mutations in the unique SARS-CoV-2 ORF10 variants. The possible predicted effects of these mutations and co-occurring mutations on the secondary structure of ORF10 variants and host protein interactomes are presented. The findings highlight the possible effects of mutations and co-occurring mutations on the emerging 140 ORF10 unique variants from secondary structure and intrinsic protein disorder perspectives."
30,"Y. Megumi, Y. Miyauchi, H. Sakurai, H. Nobeyama, K. Lorick, E. Nakamura, T. Chiba, K. Tanaka, AM. Weissman, T. Kirisako, O. Ogawa and K. Iwai, ","""Multiple roles of Rbx1 in the VBC-Cul2 ubiquitin ligase complex."", ",Genes to cells : devoted to molecular & cellular mechanisms ,10(7) ,(Jul. 2005). ,15966899; ,,"The importance of the ubiquitin system largely depends on ubiquitin ligases, E3s, as they determine the specificity of the system. Rbx1/ROC1/Hrt1, a RING finger protein, functions as an important component of the cullin-containing SCF and VBC-Cul2 ligases. Modification of cullins by NEDD8 (NEDDylation), has been shown to be essential for the E3 activity of both SCF and VBC-Cul2, and it was suggested that Rbx1 acts as the E3 for cullin NEDDylation. RING finger is composed of eight cysteine and histidine residues that bind to zinc ions. Rbx1 is a highly evolutionarily conserved protein; however, the eighth coordination residue in its RING finger is aspartate (D97) rather than cysteine. Substitution of D97 with each of the other 19 amino acids demonstrates that aspartate is superior to cysteine in cullin NEDDylation. Interestingly, however, different D97 mutants demonstrate different activities towards 6 cullins tested. Importantly, we were able to discriminate between the NEDDylating activity of Rbx1 and its involvement in the ubiquitylation reaction within the context of VBC-Cul2. Moreover, while Rbx1 is not involved in governing the stability of SCF, Rbx1 mutants destabilize VBC-Cul2. Taken together, these results indicate that various mechanisms regulate both the activities and the stability of cullin-based ligases."
31,"SW. Park, NG. Chung, SY. Hur, HS. Kim, NJ. Yoo and SH. Lee, ","""Mutational analysis of hypoxia-related genes HIF1alpha and CUL2 in common human cancers."", ","APMIS : acta pathologica, microbiologica, et immunologica Scandinavica ",117(12) ,(Dec. 2009). ,20078552; ,DOI 10.1111/j.1600-0463.2009.02550.x.,"Hypoxia is a general feature of solid cancer tissues. Hypoxia upregulates hypoxia-inducible factor 1alpha (HIF1alpha) that transactivates downstream genes and contributes to cancer pathogenesis. HIF1alpha is upregulated not only by hypoxia but also by genetic alterations in HIF1alpha-related genes, including VHL. Cullin 2 (CUL2) interacts with the trimeric VHL-elongin B-elongin C complex and plays an essential role in the ubiquitinated degradation of HIF1alpha. The aim of this study was to explore whether HIF1alpha and CUL2 genes are somatically mutated, and contribute to HIF1alpha activation in common human cancers. For this, we have analyzed the coding region of oxygen-dependent degradation domain of HIF1alpha in 47 colon, 47 gastric, 47 breast, 47 lung, and 47 hepatocellular carcinomas, and 47 acute leukemias by a single-strand conformation polymorphism assay. In addition, we analyzed mononucleotide repeat sequences (A8) in CUL2 in 55 colorectal and 45 gastric carcinomas with microsatellite instability (MSI). We found one HIF1alpha mutation (p.Ala593Pro) in the hepatocellular carcinomas (1/47; 2.1%), but none in other cancers. We found two CUL2 frameshift mutations in colon cancers (p.Asn292MetfsX20), which were exclusively detected in high MSI cancers (4.9%; 2/41). Our data indicate that somatic mutation of HIF1alpha is rare in common cancers, and somatic mutation of CUL2 occurs in a fraction of colorectal cancers (colorectal cancers with high MSI). The data suggest that neither HIF1alpha nor CUL2 mutation may play a central role in HIF1alpha activation in gastric, colorectal, breast, lung and hepatocellular carcinomas, and acute leukemias."
32,"A. Costessi, N. Mahrour, E. Tijchon, R. Stunnenberg, MA. Stoel, PW. Jansen, D. Sela, S. Martin-Brown, MP. Washburn, L. Florens, JW. Conaway, RC. Conaway and HG. Stunnenberg, ","""The tumour antigen PRAME is a subunit of a Cul2 ubiquitin ligase and associates with active NFY promoters."", ",The EMBO journal ,30(18) ,(Aug. 2011). ,21822215; ,DOI 10.1038/emboj.2011.262.,"The human tumour antigen PRAME (preferentially expressed antigen of melanoma) is frequently overexpressed in tumours. High PRAME levels correlate with poor clinical outcome of several cancers, but the mechanisms by which PRAME could be involved in tumourigenesis remain largely elusive. We applied protein-complex purification strategies and identified PRAME as a substrate recognition subunit of a Cullin2-based E3 ubiquitin ligase. PRAME can be recruited to DNA in vitro, and genome-wide chromatin immunoprecipitation experiments revealed that PRAME is specifically enriched at transcriptionally active promoters that are also bound by NFY and at enhancers. Our results are consistent with a role for the PRAME ubiquitin ligase complex in NFY-mediated transcriptional regulation."
33,"BF. Fonseca and LA. Chakrabarti, ","""A close shave: How SARS-CoV-2 induces the loss of cilia."", ",The Journal of cell biology ,221(7) ,(Jul. 2022). ,35695891; ,DOI 10.1083/jcb.202206023.,"Wang et al. report in this issue (2022. J. Cell Biol.https://doi.org/10.1083/jcb.202108015) that the SARS-CoV-2 protein ORF10 increases the activity of the E3 ligase CUL2ZYG11B, leading to the degradation of multiple ciliary proteins. The resulting loss of cilia may facilitate the spread of SARS-CoV-2 in the respiratory tree."
34,"WM. Linehan, J. Vasselli, R. Srinivasan, MM. Walther, M. Merino, P. Choyke, C. Vocke, L. Schmidt, JS. Isaacs, G. Glenn, J. Toro, B. Zbar, D. Bottaro and L. Neckers, ","""Genetic basis of cancer of the kidney: disease-specific approaches to therapy."", ",Clinical cancer research : an official journal of the American Association for Cancer Research ,10(18 Pt 2) ,(Sep. 2004). ,15448018; ,,"Studies during the past two decades have shown that kidney cancer is not a single disease; it is made up of a number of different types of cancer that occur in this organ. Clear cell renal carcinoma is characterized by mutation of the VHL gene. The VHL gene product forms a heterotrimeric complex with elongin C, elongin B, and Cul-2 to target hypoxia-inducible factors 1 and 2alpha for ubiquitin-mediated degradation. VHL-/- clear cell renal carcinoma overexpresses epidermal growth factor receptor and transforming growth factor alpha. Both hypoxia-inducible factor 1alpha and the epidermal growth factor receptor are potential therapeutic targets in clear cell renal carcinoma. Studies of the hereditary form of renal cell carcinoma (RCC) associated with hereditary papillary renal carcinoma (HPRC) determined that the c-Met proto-oncogene on chromosome 7 is the gene for HPRC and for a number of sporadic papillary RCCs. The HPRC c-Met mutations are activating mutations in the tyrosine kinase domain of the gene. The gene for a new form of hereditary RCC (Birt Hogg Dubé syndrome) associated with cutaneous tumors, lung cysts, and colon polyps or cancer has recently been identified. Studies are currently under way to determine what type of gene BHD is and how damage to this gene leads to kidney cancer. Individuals affected with hereditary leiomyomatosis renal cell carcinoma are at risk for the development of cutaneous leiomyomas, uterine leiomyomas (fibroids), and type 2 papillary RCC. The HLRC gene has been found to be the Krebs cycle enzyme, fumarate hydratase. Studies are under way to understand the downstream pathway of this cancer gene."
35,"BM. Farrell, F. Gerth, CR. Yang and JT. Yeh, ","""A synthetic KLHL20 ligand to validate CUL3KLHL20 as a potent E3 ligase for targeted protein degradation."", ",Genes & development ,36(17-18) ,(Sep. 2022). ,36328355; ,DOI 10.1101/gad.349717.122.,"Targeted protein degradation (TPD) has risen as a promising therapeutic modality. Leveraging the catalytic nature of the ubiquitin-proteasome enzymatic machinery, TPD exhibits higher potency to eliminate disease-causing target proteins such as oncogenic transcription factors that may otherwise be difficult to abrogate by conventional inhibitors. However, there are challenges that remain. Currently, nearly all degraders engage CUL4CRBN or CUL2VHL as the E3 ligase for target ubiquitination. While their immediate efficacies are evident, the narrowed E3 ligase options make TPD vulnerable to potential drug resistance. In addition, E3 ligases show differential tissue expression and have intrinsic limitations in accessing varying types of disease-relevant targets. As the success of TPD is closely associated with the ability of E3 ligases to efficiently polyubiquitinate the target of interest, the long-term outlook of TPD drug development will depend on whether E3 ligases such as CUL4CRBN and CUL2VHL are accessible to the targets of interest. To overcome these potential caveats, a broad collection of actionable E3 ligases is required. Here, we designed a macrocyclic degrader engaging CUL3KLHL20 for targeting BET proteins and validated CUL3KLHL20 as an E3 ligase system suitable for TPD. This work thus contributes to the expansion of usable E3 ligases for potential drug development."
36,"KM. Lonergan, O. Iliopoulos, M. Ohh, T. Kamura, RC. Conaway, JW. Conaway and WG. Kaelin, ","""Regulation of hypoxia-inducible mRNAs by the von Hippel-Lindau tumor suppressor protein requires binding to complexes containing elongins B/C and Cul2."", ",Molecular and cellular biology ,18(2) ,(Feb. 1998). ,9447969; ,,"The von Hippel-Lindau tumor suppressor protein (pVHL) binds to elongins B and C and posttranscriptionally regulates the accumulation of hypoxia-inducible mRNAs under normoxic (21% O2) conditions. Here we report that pVHL binds, via elongin C, to the human homolog of the Caenorhabditis elegans Cul2 protein. Coimmunoprecipitation and chromatographic copurification data suggest that pVHL-Cul2 complexes exist in native cells. pVHL mutants that were unable to bind to complexes containing elongin C and Cul2 were likewise unable to inhibit the accumulation of hypoxia-inducible mRNAs. A model for the regulation of hypoxia-inducible mRNAs by pVHL is presented based on the apparent similarity of elongin C and Cul2 to Skp1 and Cdc53, respectively. These latter proteins form complexes that target specific proteins for ubiquitin-dependent proteolysis."
37,"P. Chen and GD. Yao, ","""The role of cullin proteins in gastric cancer."", ",Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine ,37(1) ,(Jan. 2016). ,26472722; ,DOI 10.1007/s13277-015-4154-z.,"The cullin proteins are a family of scaffolding proteins that associate with RING proteins and ubiquitin E3 ligases and mediate substrate-receptor bindings. Thus, cullin proteins regulate the specificity of ubiquitin targeting in the regulation of proteins involved in various cellular processes, including proliferation, differentiation, and apoptosis. There are seven cullin proteins that have been identified in eukaryotes: CUL1, CUL2, CUL3, CUL4A, CUL4B, CUL5, and CUL7/p53-associated parkin-like cytoplasmic protein. All of these proteins contain a conserved cullin homology domain that binds to RING box proteins. Cullin-RING ubiquitin ligase complexes are activated upon post-translational modification by neural precursor cell-expressed, developmentally downregulated protein 8. The aberrant expression of several cullin proteins has been implicated in many cancers though the significance in gastric cancer has been less well investigated. This review provides the first systematic discussion of the associations between all members of the cullin protein family and gastric cancer. Functional and regulatory mechanisms of cullin proteins in gastric carcinoma progression are also summarized along with a discussion concerning future research areas. Accumulating evidence suggests a critical role of cullin proteins in tumorigenesis, and a better understanding of the function of these individual cullin proteins and their targets will help identify potential biomarkers and therapeutic targets."
38,"EL. Mena, CJ. Donahue, LP. Vaites, J. Li, G. Rona, C. O'Leary, L. Lignitto, B. Miwatani-Minter, JA. Paulo, A. Dhabaria, B. Ueberheide, SP. Gygi, M. Pagano, JW. Harper, RA. Davey and SJ. Elledge, ","""ORF10-Cullin-2-ZYG11B complex is not required for SARS-CoV-2 infection."", ",Proceedings of the National Academy of Sciences of the United States of America ,118(17) ,(Apr. 2021). ,33827988; ,DOI 10.1073/pnas.2023157118.,"In order to understand the transmission and virulence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), it is necessary to understand the functions of each of the gene products encoded in the viral genome. One feature of the SARS-CoV-2 genome that is not present in related, common coronaviruses is ORF10, a putative 38-amino acid protein-coding gene. Proteomic studies found that ORF10 binds to an E3 ubiquitin ligase containing Cullin-2, Rbx1, Elongin B, Elongin C, and ZYG11B (CRL2ZYG11B). Since CRL2ZYG11B mediates protein degradation, one possible role for ORF10 is to ""hijack"" CRL2ZYG11B in order to target cellular, antiviral proteins for ubiquitylation and subsequent proteasomal degradation. Here, we investigated whether ORF10 hijacks CRL2ZYG11B or functions in other ways, for example, as an inhibitor or substrate of CRL2ZYG11B While we confirm the ORF10-ZYG11B interaction and show that the N terminus of ORF10 is critical for it, we find no evidence that ORF10 is functioning to inhibit or hijack CRL2ZYG11B Furthermore, ZYG11B and its paralog ZER1 are dispensable for SARS-CoV-2 infection in cultured cells. We conclude that the interaction between ORF10 and CRL2ZYG11B is not relevant for SARS-CoV-2 infection in vitro."
39,"H. Zhang, X. Qiu, Z. Song, L. Lan, X. Ren and B. Ye, ","""CircCUL2 suppresses retinoblastoma cells by regulating miR-214-5p/E2F2 Axis."", ",Anti-cancer drugs ,33(1) ,(Jan. 2022). ,34387590; ,DOI 10.1097/CAD.0000000000001190.,"The aim of this study was to investigate the effect of circCUL2 on the proliferation, invasion and migration of retinoblastoma cells by regulating the miR-214-5p/E2F2 axis. qRT-PCR and western blot were performed to detect the expressions of circCUL2, miR-214-5p and E2F2 in tumor tissues and adjacent normal tissues from retinoblastoma patients, and in normal human retinal epithelial cells ARPE-19 and human retinoblastoma cells Y79 and SO-Rb50. qRT-PCR and western blot were performed for the detection of RNA levels of circCUL2 and miR-214-5p and the mRNA and protein levels of E2F2, 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyl tetrazolium bromide assay for cell proliferation ability, Transwell assay for cell invasion ability, and scratch assay for cell migration ability. Luciferase dual reporter assay was used to detect the targeting relationship between circCUL2 and miR-214-5p, and between miR-214-5p and E2F2. CircCUL2 and E2F2 were lowly expressed, while miR-214-5p was highly expressed in retinoblastoma tumor tissues and cells. Transfection with pcDNA3.1-CUL2 or miR-214-5p inhibitor inhibited the proliferation, invasion and migration of Y79 and SO-Rb50 cells compared with the negative control; while transfection with sh-CUL2 or miR-214-5p mimics promoted the proliferation, invasion and migration of Y79 and SO-Rb50 cells. CircCUL2 negatively regulated miR-214-5p, while miR-214-5p negatively regulated E2F2. Overexpression of miR-214-5p or silencing of E2F2 in SO-Rb50 cells partially reversed the inhibitory effect of circCUL2 on the proliferation, invasion and migration of retinoblastoma cells. CircCUL2 inhibited the proliferation, invasion and migration of retinoblastoma cells by regulating the miR-214-5p/E2F2 axis."
40,"M. Ivan and WG. Kaelin, ","""The von Hippel-Lindau tumor suppressor protein."", ",Current opinion in genetics & development ,11(1) ,(Feb. 2001). ,11163147; ,,"The von Hippel-Lindau tumor suppressor protein (pVHL) has been shown to bind directly to the alpha subunits of the heterodimeric transcription factor HIF (hypoxia inducible factor). pVHL directs the polyubiquitination and, hence, destruction of HIF in the presence of oxygen. Loss of pVHL function leads to deregulation of HIF target genes, which play critical roles in angiogenesis."
41,"D. Akopian and M. Rape, ","""Conducting the finale of DNA replication."", ",Genes & development ,31(3) ,(Feb. 2017). ,28270514; ,DOI 10.1101/gad.297184.117.,"Anomalies in dismantling the machinery of DNA replication can compromise genome integrity and contribute to tumorigenesis and aging. In this issue of Genes & Development, Dewar and colleagues (pp. 275-290) identified an E3 ubiquitin ligase, CUL2LRR2, that modifies a subunit of the replicative CMG (Cdc45, minichromosome maintenance [MCM] subunits 2-7, and the GINS complex) helicase and triggers disassembly of the replication machinery. Their study offers critical insight into the mechanism of DNA replication termination while at the same time raising important questions for future research."
42,"S. Nallamshetty, SY. Chan and J. Loscalzo, ","""Hypoxia: a master regulator of microRNA biogenesis and activity."", ",Free radical biology & medicine ,64 ,(Sep. 2013). ,23712003; ,DOI 10.1016/j.freeradbiomed.2013.05.022.,"Hypoxia, or low oxygen tension, is a unique environmental stress that induces global changes in a complex regulatory network of transcription factors and signaling proteins to coordinate cellular adaptations in metabolism, proliferation, DNA repair, and apoptosis. Several lines of evidence now establish microRNAs (miRNAs), which are short noncoding RNAs that regulate gene expression through posttranscriptional mechanisms, as key elements in this response to hypoxia. Oxygen deprivation induces a distinct shift in the expression of a specific group of miRNAs, termed hypoxamirs, and emerging evidence indicates that hypoxia regulates several facets of hypoxamir transcription, maturation, and function. Transcription factors such as hypoxia-inducible factor are upregulated under conditions of low oxygen availability and directly activate the transcription of a subset of hypoxamirs. Conversely, hypoxia selectively represses other hypoxamirs through less well characterized mechanisms. In addition, oxygen deprivation has been directly implicated in epigenetic modifications such as DNA demethylation that control specific miRNA transcription. Finally, hypoxia also modulates the activity of key proteins that control posttranscriptional events in the maturation and activity of miRNAs. Collectively, these findings establish hypoxia as an important proximal regulator of miRNA biogenesis and function. It will be important for future studies to address the relative contributions of transcriptional and posttranscriptional events in the regulation of specific hypoxamirs and how such miRNAs are coordinated in order to integrate into the complex hierarchical regulatory network induced by hypoxia."
43,"WG. Kaelin, O. Iliopoulos, KM. Lonergan and M. Ohh, ","""Functions of the von Hippel-Lindau tumour suppressor protein."", ",Journal of internal medicine ,243(6) ,(Jun. 1998). ,9681855; ,,"Von Hippel-Lindau disease (VHL) is caused by germline mutations in the VHL tumour suppressor gene. Tumour development in this setting is due to loss or inactivation of the remaining wild-type VHL allele. The VHL gene product (pVHL) resides primarily in the cytoplasm. A frequently mutated region of pVHL can bind to complexes containing elongin B, elongin C and Cul2. Loss of pVHL leads to an inappropriate accumulation of hypoxia-inducible mRNAs, such as the mRNA encoding vascular endothelial growth factor (VEGF), under normoxic conditions. This finding is most likely to account for the hypervascular nature of VHL-associated neoplasms. Current studies are focussed on understanding if and how binding to elongins and Cul2 is linked to the ability of pVHL to regulate hypoxia-inducible mRNAs. In this regard, it is perhaps noteworthy that elongin C and Cul2 are homologous to yeast proteins Skp1 and Cdc53. These latter proteins participate in the formation of complexes that target certain proteins for ubiquitination."
44,"ER. Woodward, A. Buchberger, SC. Clifford, LD. Hurst, NA. Affara and ER. Maher, ","""Comparative sequence analysis of the VHL tumor suppressor gene."", ",Genomics ,65(3) ,(May. 2000). ,10857749; ,,"Comparative genome analysis may provide novel insights into gene evolution and function. To investigate the von Hippel-Lindau (VHL) disease tumor suppressor gene, we sequenced the VHL gene in seven primate species. Comparative analysis was performed for human, primate, and rodent VHL genes and for a putative Caenorhabditis elegans VHL homologue identified by database analysis. The VHL gene has two translation initiation sites (at codons 1 and 54); however, the relative importance of the full-length translation product (pVHL30) and that translated from the second internal translation initiation site (pVHL19) is unclear. The N-terminal sequence of pVHL30 contains eight copies of a GXEEX acidic repeat motif in human and higher primates, but only three copies were present in the marmoset, and only one copy was present in rodent VHL genes. Evolutionary analysis suggested that the N-terminal repetitive sequence in pVHL30 was of less functional importance than those regions present in both pVHL30 and pVHL19. The VHL gene product is reported to form complexes with various proteins including elongin B, elongin C, VBP-1, fibronectin, Spl, CUL2, and HIF-1. Although most of the regions in pVHL that had been implicated in binding specific proteins demonstrated evolutionary conservation, the carboxy-terminal putative VBP-1 binding site was less well conserved, suggesting that VBP-1 binding may have less functional significance. Although an amino acid substitution (K171T) close to the pVHL elongin binding region was found in baboon, analysis of the structure of human pVHL suggested that this substitution would not interfere with pVHL/elongin C interaction. In general, there was a good correlation between the pVHL domains that demonstrated most evolutionary conservation and those that were most frequently mutated in tumors. Analysis of human/C. elegans conservation and human germline and somatic mutation patterns identified a highly conserved mutation cluster region between codons 74 and 90. However, this region is likely to be important for the structural integrity of pVHL rather than representing an additional protein binding domain."
45,"T. Gilson, P. Blanchette, MZ. Ballmann, T. Papp, JJ. Pénzes, M. Benkő, B. Harrach and PE. Branton, ","""Using the E4orf6-Based E3 Ubiquitin Ligase as a Tool To Analyze the Evolution of Adenoviruses."", ",Journal of virology ,90(16) ,(Aug. 2016). ,27252531; ,DOI 10.1128/JVI.00420-16.,"E4orf6 proteins from all human adenoviruses form Cullin-based ubiquitin ligase complexes that, in association with E1B55K, target cellular proteins for degradation. While most are assembled with Cul5, a few utilize Cul2. BC-box motifs enable all these E4orf6 proteins to assemble ligase complexes with Elongins B and C. We also identified a Cul2-box motif used for Cul2 selection in all Cul2-based complexes. With this information, we set out to determine if other adenoviruses also possess the ability to form the ligase complex and, if so, to predict their Cullin usage. Here we report that all adenoviruses known to encode an E4orf6-like protein (mastadenoviruses and atadenoviruses) maintain the potential to form the ligase complex. We could accurately predict Cullin usage for E4orf6 products of mastadenoviruses and all but one atadenovirus. Interestingly, in nonhuman primate adenoviruses, we found a clear segregation of Cullin binding, with Cul5 utilized by viruses infecting great apes and Cul2 by Old/New World monkey viruses, suggesting that a switch from Cul2 to Cul5 binding occurred during the period when great apes diverged from monkeys. Based on the analysis of Cullin selection, we also suggest that the majority of human adenoviruses, which exhibit a broader tropism for the eye and the respiratory tract, exhibit Cul5 specificity and resemble viruses infecting great apes, whereas those that infect the gastrointestinal tract may have originated from monkey viruses that share Cul2 specificity. Finally, aviadenoviruses also appear to contain E4orf6 genes that encode proteins with a conserved XCXC motif followed by, in most cases, a BC-box motif."
