,authors,ArticleTitle,journal_title,volume,date,pubmed,doi_pii_str,abstract
25,"F. Yon, Y. Joo, L. Cortés Llorca, E. Rothe, IT. Baldwin and SG. Kim, ","""Silencing Nicotiana attenuata LHY and ZTL alters circadian rhythms in flowers."", ",The New phytologist ,209(3) ,(Feb. 2016). ,26439540; ,DOI 10.1111/nph.13681.,"The rhythmic opening/closing and volatile emissions of flowers are known to attract pollinators at specific times. That these rhythms are maintained under constant light or dark conditions suggests a circadian clock involvement. Although a forward and reverse genetic approach has led to the identification of core circadian clock components in Arabidopsis thaliana, the involvement of these clock components in floral rhythms has remained untested, probably because of the weak diurnal rhythms in A. thaliana flowers. Here, we addressed the role of these core clock components in the flowers of the wild tobacco Nicotiana attenuata, whose flowers open at night, emit benzyl acetone (BA) scents and move vertically through a 140° arc. We first measured N. attenuata floral rhythms under constant light conditions. The results suggest that the circadian clock controls flower opening, BA emission and pedicel movement, but not flower closing. We generated transgenic N. attenuata lines silenced in the homologous genes of Arabidopsis LATE ELONGATED HYPOCOTYL (LHY) and ZEITLUPE (ZTL), which are known to be core clock components. Silencing NaLHY and NaZTL strongly altered floral rhythms in different ways, indicating that conserved clock components in N. attenuata coordinate these floral rhythms."
26,"S. Fujiwara, A. Oda, R. Yoshida, K. Niinuma, K. Miyata, Y. Tomozoe, T. Tajima, M. Nakagawa, K. Hayashi, G. Coupland and T. Mizoguchi, ","""Circadian clock proteins LHY and CCA1 regulate SVP protein accumulation to control flowering in Arabidopsis."", ",The Plant cell ,20(11) ,(Nov. 2008). ,19011118; ,DOI 10.1105/tpc.108.061531.,"The floral regulators GIGANTEA (GI), CONSTANS (CO), and FLOWERING LOCUS T (FT) play key roles in the photoperiodic flowering responses of the long-day plant Arabidopsis thaliana. The GI-CO-FT pathway is highly conserved in plants. Here, we demonstrate that the circadian clock proteins LATE ELONGATED HYPOCOTYL (LHY) and CIRCADIAN CLOCK-ASSOCIATED1 (CCA1) not only repressed the floral transition under short-day and long-day conditions but also accelerated flowering when the plants were grown under continuous light (LL). LHY and CCA1 accelerated flowering in LL by promoting FT expression through a genetic pathway that appears to be independent of the canonical photoperiodic pathway involving GI and CO proteins. A genetic screen revealed that the late-flowering phenotype of the lhy;cca1 double mutant under LL was suppressed through mutations in SHORT VEGETATIVE PHASE (SVP), a MADS box transcription factor. Yeast two-hybrid analysis demonstrated an interaction between SVP and FLOWERING LOCUS C, and genetic analysis indicated that these two proteins act as partially redundant repressors of flowering time. SVP protein accumulated in lhy;cca1 plants under LL. We propose a model in which LHY and CCA1 accelerate flowering in part by reducing the abundance of SVP and thereby antagonizing its capacity to repress FT expression under LL."
27,"AB. James, CPG. Calixto, NA. Tzioutziou, W. Guo, R. Zhang, CG. Simpson, W. Jiang, GA. Nimmo, JWS. Brown and HG. Nimmo, ","""How does temperature affect splicing events? Isoform switching of splicing factors regulates splicing of LATE ELONGATED HYPOCOTYL (LHY)."", ","Plant, cell & environment ",41(7) ,(Jul. 2018). ,29532482; ,DOI 10.1111/pce.13193.,"One of the ways in which plants can respond to temperature is via alternative splicing (AS). Previous work showed that temperature changes affected the splicing of several circadian clock gene transcripts. Here, we investigated the role of RNA-binding splicing factors (SFs) in temperature-sensitive AS of the clock gene LATE ELONGATED HYPOCOTYL (LHY). We characterized, in wild type plants, temperature-associated isoform switching and expression patterns for SF transcripts from a high-resolution temperature and time series RNA-seq experiment. In addition, we employed quantitative RT-PCR of SF mutant plants to explore the role of the SFs in cooling-associated AS of LHY. We show that the splicing and expression of several SFs responds sufficiently, rapidly, and sensitively to temperature changes to contribute to the splicing of the 5'UTR of LHY. Moreover, the choice of splice site in LHY was altered in some SF mutants. The splicing of the 5'UTR region of LHY has characteristics of a molecular thermostat, where the ratio of transcript isoforms is sensitive to temperature changes as modest as 2 °C and is scalable over a wide dynamic range of temperature. Our work provides novel insight into SF-mediated coupling of the perception of temperature to post-transcriptional regulation of the clock."
28,"D. Alabadí, MJ. Yanovsky, P. Más, SL. Harmer and SA. Kay, ","""Critical role for CCA1 and LHY in maintaining circadian rhythmicity in Arabidopsis."", ",Current biology : CB ,12(9) ,(Apr. 2002). ,12007421; ,,"Circadian clocks are autoregulatory, endogenous mechanisms that allow organisms, from bacteria to humans, to advantageously time a wide range of activities within 24-hr environmental cycles. CIRCADIAN CLOCK ASSOCIATED 1 (CCA1) and LATE ELONGATED HYPOCOTYL (LHY) are thought to be important components of the circadian clock in the model plant Arabidopsis. The similar circadian phenotypes of lines overexpressing either CCA1 or LHY have suggested that the functions of these two transcription factors are largely overlapping. cca1-1 plants, which lack CCA1 protein, show a short-period phenotype for the expression of several genes when assayed under constant light conditions. This suggests that LHY function is able to only partially compensate for the lack of CCA1 protein, resulting in a clock with a faster pace in cca1-1 plants. We have obtained plants lacking CCA1 and with LHY function strongly reduced, cca1-1 lhy-R, and show that these plants are unable to maintain sustained oscillations in both constant light and constant darkness. However, these plants exhibit some circadian function in light/dark cycles, showing that the Arabidopsis circadian clock is not entirely dependent on CCA1 and LHY activities."
29,"BS. Park, HJ. Eo, IC. Jang, HG. Kang, JT. Song and HS. Seo, ","""Ubiquitination of LHY by SINAT5 regulates flowering time and is inhibited by DET1."", ",Biochemical and biophysical research communications ,398(2) ,(Jul. 2010). ,20599732; ,DOI 10.1016/j.bbrc.2010.06.067.,"Ubiquitin is a small polypeptide and ubiquitination is the post-translational modification by ubiquitin protein, resulting in degradation of target proteins by the 26S proteasome complex. Here, we found that E3 ubiquitin ligase SINAT5, an Arabidopsis homologue of the Drosophila SINA RING-finger protein, interacts directly with LHY, a component of the circadian oscillator, and DET1, a negative regulator of light-regulated gene expression. We also found that SINAT5 has E3 ubiquitination activity for LHY but not for DET1. Interestingly, LHY ubiquitination by SINAT5 was inhibited by DET1. Late flowering of sinat5 mutants indicates that flowering time can be controlled by DET1 through regulation of LHY stability by SINAT5."
30,"G. Xu, Z. Jiang, H. Wang and R. Lin, ","""The central circadian clock proteins CCA1 and LHY regulate iron homeostasis in Arabidopsis."", ",Journal of integrative plant biology ,61(2) ,(Feb. 2019). ,29989313; ,DOI 10.1111/jipb.12696.,"Circadian clock is the endogenous time-keeping machinery that synchronizes an organism's metabolism, behavior, and physiology to the daily light-dark circles, thereby contributing to organismal fitness. Iron (Fe) is an essential micronutrient for all organisms and it plays important roles in diverse processes of plant growth and development. Here, we show that, in Arabidopsis thaliana, loss of the central clock genes, CIRCADIAN CLOCK ASSOCIATED 1 (CCA1) and LATE ELONGATED HYPOCOTYL (LHY), results in both reduced Fe uptake and photosynthetic efficiency, whereas CCA1 overexpression confers the opposite effects. We show that root Fe(III) reduction activity, and expression of FERRIC REDUCTION OXIDASE 2 (FRO2) and IRON-REGULATED TRANSPORTER 1 (IRT1) exhibit circadian oscillations, which are disrupted in the cca1 lhy double mutant. Furthermore, CCA1 directly binds to the specific regulatory regions of multiple Fe homeostasis genes and activates their expression. Thus, this study established that, in plants, CCA1 and LHY function as master regulators that maintain cyclic Fe homeostasis."
31,"M. Riaz, J. Park, LR. Sewanan, Y. Ren, J. Schwan, SK. Das, PT. Pomianowski, Y. Huang, MW. Ellis, J. Luo, J. Liu, L. Song, IP. Chen, C. Qiu, M. Yazawa, G. Tellides, J. Hwa, LH. Young, L. Yang, CC. Marboe, DL. Jacoby, SG. Campbell and Y. Qyang, ","""Muscle LIM Protein Force-Sensing Mediates Sarcomeric Biomechanical Signaling in Human Familial Hypertrophic Cardiomyopathy."", ",Circulation ,145(16) ,(Apr. 2022). ,35384713; ,DOI 10.1161/CIRCULATIONAHA.121.056265.,"Familial hypertrophic cardiomyopathy (HCM) is the most common inherited cardiac disease and is typically caused by mutations in genes encoding sarcomeric proteins that regulate cardiac contractility. HCM manifestations include left ventricular hypertrophy and heart failure, arrythmias, and sudden cardiac death. How dysregulated sarcomeric force production is sensed and leads to pathological remodeling remains poorly understood in HCM, thereby inhibiting the efficient development of new therapeutics."
32,"K. Miyata, M. Calviño, AO. Oda, H. Sugiyama and T. Mizoguchi, ","""Suppression of late-flowering and semi-dwarf phenotypes in the Arabidopsis clock mutant lhy-12;cca1-101 by phyB under continuous light."", ",Plant signaling & behavior ,6(8) ,(Aug. 2011). ,21822060; ,DOI 10.4161/psb.6.8.16361.,"Photoperiodic flowering in Arabidopsis is controlled not only by floral activators such as GI, CO, and FT, but also by repressors such as SVP and FLC. Double mutations in LHY and CCA1 (lhy;cca1) accelerated flowering under short days, mainly by the GI-CO dependent pathway. In contrast, lhy;cca1 showed delayed flowering under continuous light (LL), probably due to the GI-CO independent pathway. This late-flowering phenotype was suppressed by svp, flc, and elf3. However, how SVP, FLC, and ELF3 mediate LHY/CCA1 and flowering time is not fully understood. We found that lhy;cca1 exhibited short hypocotyls and petioles under LL, but the molecular mechanism for these effects has not been elucidated. To address these questions, we performed a screen for mutations that suppress either or both of the lhy;cca1 phenotypes under LL, using two different approaches. We identified two novel mutations, a dominant (del1) and a recessive (phyB-2511) allele of phyB. The flowering times of single mutants of three phyB alleles, hy3-1, del1, and phyB-2511, are almost the same and earlier than those of wild-type plants. A similar level of acceleration of flowering time was observed in all three phyB mutants tested when combined with the late-flowering mutations co-2 and SVPox. However, the effect of phyB-2511 on lhy;cca1 was different from those by hy3-1 or del1. svp-3 did not strongly enhance the early-flowering phenotypes of phyB-2511 or del1. These results suggest that light signaling via PhyB may affect factors downstream of the clock proteins, controlling flowering time and organ elongation. phyB mutations with different levels of effects on lhy;cca1-dependent late flowering would be useful to determine a specific role for PHYB in the flowering pathway controlled by lhy;cca1 under LL."
33,"J. Tang, Q. Su, Z. Guo, J. Zhou, F. Zheng, G. Yu, W. Shao, H. Hu, S. Wu and H. Li, ","""N6-methyladenosine(m6A) demethylase FTO regulates cellular apoptosis following cobalt-induced oxidative stress."", ","Environmental pollution (Barking, Essex : 1987) ",297 ,(Mar. 2022). ,34968619; ,DOI 10.1016/j.envpol.2021.118749.,"Cobalt is an environmental toxicant that is known to damage human health. However, the molecular mechanisms underlying cobalt-induced neurotoxicity have not been elucidated in detail. In the present research, we used human neuroglioma H4 cells as an in vitro model. Cells were exposed to CoCl2 (0, 100, 200, 400 μM) for 24 h. We performed m6A sequencing techniques and constructed FTO-knockdown/FTO-overexpressing cells to investigate the role of FTO-mediated m6A modification in regulating apoptosis following CoCl2 induced oxidative stress. Our study has shown CoCl2 exposure led to the decrease of demethylase FTO as well as elevated oxidative stress. However, NAC treatment could partly reverse the reduction of FTO expression as well as the degree of ROS via eliminating oxidative stress. Meanwhile, MeRIP-seq and RNA-seq further revealed the potential function m6A modification in regulating apoptosis. More importantly, KEGG pathway and Gene ontology (GO) analyses further elucidated that the differentially m6A-modified genes were aggregated in apoptosis-related pathways. Mechanistic analysis indicated that knockdown of FTO facilitated CoCl2-induced apoptosis via caspase activation and G1/S cell cycle arrest. Nevertheless, overexpression of FTO partly attenuated the increased apoptosis following CoCl2 exposure. More notably, we observed that FTO regulated apoptosis in an m6A-dependent manner. Therefore, our findings reveal that CoCl2 induced ROS affected the m6A modification of apoptosis-related genes by decreasing the expression of FTO, thereby resulting in the activation of apoptosis. These findings provide important insights into CoCl2-induced apoptosis and m6A modification and propose a novel strategy for studying environmental toxicant-related neurodegeneration."
34,"Z. Ding, MR. Doyle, RM. Amasino and SJ. Davis, ","""A complex genetic interaction between Arabidopsis thaliana TOC1 and CCA1/LHY in driving the circadian clock and in output regulation."", ",Genetics ,176(3) ,(Jul. 2007). ,17483414; ,,"It has been proposed that CIRCADIAN CLOCK ASSOCIATED 1 (CCA1) and LATE ELONGATED HYPOCOTYL (LHY) together with TIMING OF CAB EXPRESSION 1 (TOC1) make up the central oscillator of the Arabidopsis thaliana circadian clock. These genes thus drive rhythmic outputs, including seasonal control of flowering and photomorphogenesis. To test various clock models and to disclose the genetic relationship between TOC1 and CCA1/LHY in floral induction and photomorphogenesis, we constructed the cca1 lhy toc1 triple mutant and cca1 toc1 and lhy toc1 double mutants and tested various rhythmic responses and circadian output regulation. Here we report that rhythmic activity was dramatically attenuated in cca1 lhy toc1. Interestingly, we also found that TOC1 regulates the floral transition in a CCA1/LHY-dependent manner while CCA1/LHY functions upstream of TOC1 in regulating a photomorphogenic process. This suggests to us that TOC1 and CCA1/LHY participate in these two processes through different strategies. Collectively, we have used genetics to provide direct experimental support of previous modeling efforts where CCA1/LHY, along with TOC1, drives the circadian oscillator and have shown that this clock is essential for correct output regulation."
35,"Y. Kong, L. Han, X. Liu, H. Wang, L. Wen, X. Yu, X. Xu, F. Kong, C. Fu, KS. Mysore, J. Wen and C. Zhou, ","""The nodulation and nyctinastic leaf movement is orchestrated by clock gene LHY in Medicago truncatula."", ",Journal of integrative plant biology ,62(12) ,(Dec. 2020). ,33405366; ,DOI 10.1111/jipb.12999.,"As sessile organisms, plants perceive, respond, and adapt to the environmental changes for optimal growth and survival. The plant growth and fitness are enhanced by circadian clocks through coordination of numerous biological events. In legume species, nitrogen-fixing root nodules were developed as the plant organs specialized for symbiotic transfer of nitrogen between microsymbiont and host. Here, we report that the endogenous circadian rhythm in nodules is regulated by MtLHY in legume species Medicago truncatula. Loss of function of MtLHY leads to a reduction in the number of nodules formed, resulting in a diminished ability to assimilate nitrogen. The operation of the 24-h rhythm in shoot is further influenced by the availability of nitrogen produced by the nodules, leading to the irregulated nyctinastic leaf movement and reduced biomass in mtlhy mutants. These data shed new light on the roles of MtLHY in the orchestration of circadian oscillator in nodules and shoots, which provides a mechanistic link between nodulation, nitrogen assimilation, and clock function."
36,"TG. Skov, MG. Skou, NB. Jørgensen and JJ. Arlt, ","""Observation of a Lee-Huang-Yang Fluid."", ",Physical review letters ,126(23) ,(Jun. 2021). ,34170163; ,DOI 10.1103/PhysRevLett.126.230404.,"We observe monopole oscillations in a mixture of Bose-Einstein condensates, where the usually dominant mean-field interactions are canceled. In this case, the system is governed by the next-order Lee-Huang-Yang (LHY) correction to the ground state energy, which describes the effect of quantum fluctuations. Experimentally such a LHY fluid is realized by controlling the atom numbers and interaction strengths in a ^{39}K spin mixture confined in a spherical trap potential. We measure the monopole oscillation frequency as a function of the LHY interaction strength as proposed recently by Jrgensen et al. [Phys. Rev. Lett. 121, 173403 (2018)PRLTAO0031-900710.1103/PhysRevLett.121.173403] and find excellent agreement with simulations of the complete experiment including the excitation procedure and inelastic losses. This confirms that the system and its collective behavior are initially dominated by LHY interactions. Moreover, the monopole oscillation frequency is found to be stable against variations of the involved scattering lengths in a broad region around the ideal values, confirming the stabilizing effect of the LHY interaction. These results pave the way for using the nonlinearity provided by the LHY term in quantum simulation experiments and for investigations beyond the LHY regime."
37,"T. Han, H. Zheng, J. Zhang, P. Yang, H. Li, Z. Cheng, D. Xiang and R. Wang, ","""Downregulation of MUC15 by miR-183-5p.1 promotes liver tumor-initiating cells properties and tumorigenesis via regulating c-MET/PI3K/AKT/SOX2 axis."", ",Cell death & disease ,13(3) ,(Mar. 2022). ,35236826; ,DOI 10.1038/s41419-022-04652-9.,"Mucin 15 (MUC15) is reportedly aberrant in human malignancies, including hepatocellular carcinoma (HCC). However, the role of MUC15 in the regulation of liver tumor-initiating cells (T-ICs) remains unknown. Here, we report that expression of MUC15 is downregulated in liver T-ICs, chemoresistance and recurrent HCC samples. Functional studies reveal that MUC15 inhibits hepatoma cells self-renewal, malignant proliferation, tumorigenicity, and chemoresistance. Mechanistically, MUC15 interacts with c-MET and subsequently inactivates the PI3K/AKT/SOX2 signaling pathway. Moreover, we find that miR-183-5p.1 directly targets MUC15 3'-UTR in liver T-ICs. Coincidentally, SOX2 feedback inhibits MUC15 expression by directly transactivating miR-183-5p.1, thus completing a feedforward regulatory circuit in liver T-ICs. Importantly, MUC15/c-MET/PI3K/AKT/SOX2 axis determines the responses of hepatoma cells to lenvatinib treatment, and MUC15 overexpression abrogated lenvatinib resistance. Analysis of patient cohort, patient-derived tumor organoids and patient-derived xenografts further suggests that the MUC15 may predict lenvatinib benefits in HCC patients. Collectively, our findings suggest the crucial role of the miR-183-5p.1/MUC15/c-MET/PI3K/AKT/SOX2 regulatory circuit in regulating liver T-ICs properties, suggesting potential therapeutic targets for HCC."
38,"FY. Hung, FF. Chen, C. Li, C. Chen, YC. Lai, JH. Chen, Y. Cui and K. Wu, ","""The Arabidopsis LDL1/2-HDA6 histone modification complex is functionally associated with CCA1/LHY in regulation of circadian clock genes."", ",Nucleic acids research ,46(20) ,(Nov. 2018). ,30124938; ,DOI 10.1093/nar/gky749.,"In Arabidopsis, the circadian clock central oscillator genes are important cellular components to generate and maintain circadian rhythms. There is a negative feedback loop between the morning expressed CCA1 (CIRCADIAN CLOCK ASSOCIATED 1)/LHY (LATE ELONGATED HYPOCOTYL) and evening expressed TOC1 (TIMING OF CAB EXPRESSION 1). CCA1 and LHY negatively regulate the expression of TOC1, while TOC1 also binds to the promoters of CCA1 and LHY to repress their expression. Recent studies indicate that histone modifications play an important role in the regulation of the central oscillators. However, the regulatory relationship between histone modifications and the circadian clock genes remains largely unclear. In this study, we found that the Lysine-Specific Demethylase 1 (LSD1)-like histone demethylases, LDL1 and LDL2, can interact with CCA1/LHY to repress the expression of TOC1. ChIP-Seq analysis indicated that LDL1 targets a subset of genes involved in the circadian rhythm regulated by CCA1. Furthermore, LDL1 and LDL2 interact with the histone deacetylase HDA6 and co-regulate TOC1 by histone demetylation and deacetylaion. These results provide new insight into the molecular mechanism of how the circadian clock central oscillator genes are regulated through histone modifications."
39,"D. Alabadí, T. Oyama, MJ. Yanovsky, FG. Harmon, P. Más and SA. Kay, ","""Reciprocal regulation between TOC1 and LHY/CCA1 within the Arabidopsis circadian clock."", ","Science (New York, N.Y.) ",293(5531) ,(Aug. 2001). ,11486091; ,,"The interactive regulation between clock genes is central for oscillator function. Here, we show interactions between the Arabidopsis clock genes LATE ELONGATED HYPOCOTYL (LHY), CIRCADIAN CLOCK ASSOCIATED 1 (CCA1), and TIMING OF CAB EXPRESSION 1 (TOC1). The MYB transcription factors LHY and CCA1 negatively regulate TOC1 expression. We show that both proteins bind to a region in the TOC1 promoter that is critical for its clock regulation. Conversely, TOC1 appears to participate in the positive regulation of LHY and CCA1 expression. Our results indicate that these interactions form a loop critical for clock function in Arabidopsis."
40,"G. Yu, Q. Su, Y. Chen, L. Wu, S. Wu and H. Li, ","""Epigenetics in neurodegenerative disorders induced by pesticides."", ",Genes and environment : the official journal of the Japanese Environmental Mutagen Society ,43(1) ,(Dec. 2021). ,34893084; ,DOI 10.1186/s41021-021-00224-z.,"Neurodegenerative diseases are becoming major socio-economic burdens. However, most of them still have no effective treatment. Growing evidence indicates excess exposure to pesticides are involved in the development of various forms of neurodegenerative and neurological diseases through trigger epigenetic changes and inducing disruption of the epigenome. This review summaries studies on epigenetics alterations in nervous systems in relation to different kinds of pesticides, highlighting potential mechanism in the etiology, precision prevention and target therapy of various neurodegenerative diseases. In addition, the current gaps in research and future areas for study were also discussed."
41,"FG. Akar and LH. Young, ","""NAD Repletion Therapy: A Silver Bullet for HFpEF?,"" ",Circulation research ,128(11) ,(May. 2021). ,34043421; ,DOI 10.1161/CIRCRESAHA.121.319308.,
42,"AD. Kaldis, P. Kousidis, K. Kesanopoulos and A. Prombona, ","""Light and circadian regulation in the expression of LHY and Lhcb genes in Phaseolus vulgaris."", ",Plant molecular biology ,52(5) ,(Jul. 2003). ,14558659; ,,"In order to understand some aspects of the circadian clock function in Phaseolus vulgaris, we analyzed the temporal transcript profile of Lhcb genes, typical clock reporters in plants, and that of PvLHY, an orthologue of Arabidopsis thaliana LHY which is a putative transcription factor of Lhcb genes. Under different light regimes, Lhcb and PvLHY exhibit a clear circadian pattern of expression. Moreover, the rhythm of Lhcb genes appears to be tightly coupled to that of PvLHY with the latter having a slightly earlier phase. This supports the idea that the oscillating capacity of PvLHY may be one of the causes of the rhythmic expression of Lhcb genes in bean. In addition to their circadian regulation, Lhcb and PvLHY are induced by light with similar and relatively slow induction kinetics. Moreover, this light induction is gated by the circadian oscillator: minimal responses occur at times around peaks of the pre-existing rhythm, while maximal ones occur at troughs of the pre-existing rhythm. This pattern of gating is opposite to that observed in Arabidopsis. The failure to block the light induction pathways at pre-existing troughs appears to have a detrimental effect to the subsequent circadian rhythmicity. Briefly, the overall regulation of PvLHY and Lhcb genes by light and the circadian clock reveals different strategies between Phaseolus and Arabidopsis in the adaptation to photoperiodic conditions."
43,"R. Okada, S. Kondo, SB. Satbhai, N. Yamaguchi, M. Tsukuda and S. Aoki, ","""Functional characterization of CCA1/LHY homolog genes, PpCCA1a and PpCCA1b, in the moss Physcomitrella patens."", ",The Plant journal : for cell and molecular biology ,60(3) ,(Nov. 2009). ,19624471; ,DOI 10.1111/j.1365-313X.2009.03979.x.,"The evolution of circadian clocks in land plants is not understood, because circadian rhythms have received little attention in plants other than angiosperms. We have characterized two genes, PpCCA1a and PpCCA1b, homologs of the Arabidopsis thaliana clock genes CCA1/LHY, from the moss Physcomitrella patens. PpCCA1a and PpCCA1b, together with angiosperm CCA1/LHY homologs, belong to the clock-associated single-myb gene family of green plants (including green algae and land plants). The accumulation of PpCCA1a and PpCCA1b mRNA showed rhythms with a period of approximately 1 day, phased as are those of angiosperm homologs, under 24 h light/dark cycles or in continuous dark. However, in marked contrast to angiosperm homologs, both genes showed arrhythmic profiles in continuous light. The timing of the PpCCA1b peak is determined by the time of the last light to dark transition, suggesting that the arrhythmicity in continuous light is due to dysfunction of the core clock. We generated single and double disruptants for PpCCA1a and PpCCA1b, and found that the double disruptants showed: (i) short periodicity and damped amplitude in the PpCCA1b rhythm, (ii) similar changes in the rhythmically expressed genes PpSIG5 and PpPRRa, and (iii) de-repression of PpCCA1b transcription levels, indicating negative feedback regulation. These observations indicate that the two genes are not merely structural homologs but also functional counterparts of CCA1/LHY. Together, our results illustrate similarities as well as divergence of the clock machineries between P. patens and A. thaliana, two distantly placed species in land plant phylogeny."
44,"OS. Lau, X. Huang, JB. Charron, JH. Lee, G. Li and XW. Deng, ","""Interaction of Arabidopsis DET1 with CCA1 and LHY in mediating transcriptional repression in the plant circadian clock."", ",Molecular cell ,43(5) ,(Sep. 2011). ,21884973; ,DOI 10.1016/j.molcel.2011.07.013.,"The COP10-DET1-DDB1 (CDD) complex is an evolutionarily conserved protein complex discovered for its role in the repression of photomorphogenesis in Arabidopsis. It is important in many cellular and developmental processes in both plants and animals, but its molecular mode of action remains poorly understood. Here, we show that the CDD component DET1 possesses transcriptional repression activity and physically interacts with two closely related MYB transcription factors, CCA1 and LHY, which are core components of the plant circadian clock. DET1 associates with the promoter of CCA1/LHY target genes, such as TOC1, in a CCA1/LHY-dependent manner and is required for their repression, suggesting a recruitment of DET1 by the central oscillator components to regulate the clock. Our results reveal DET1 as a core transcriptional repression factor important for clock progression. Overall, the CDD complex may function as a transcriptional corepressor in diverse processes through direct interaction with distinct transcription factors."
45,"H. Hemmes, R. Henriques, IC. Jang, S. Kim and NH. Chua, ","""Circadian clock regulates dynamic chromatin modifications associated with Arabidopsis CCA1/LHY and TOC1 transcriptional rhythms."", ",Plant & cell physiology ,53(12) ,(Dec. 2012). ,23128602; ,DOI 10.1093/pcp/pcs148.,"Circadian clocks enable organisms to adapt to a 24 h diurnal cycle and anticipate rhythmic changes in the environment. The Arabidopsis central oscillator contains three genes encoding core clock components. CIRCADIAN CLOCK ASSOCIATED 1 (CCA1)/LATE ELONGATED HYPOCOTYL (LHY) and TIMING OF CAB EXPRESSION 1 (TOC1) reciprocally repress genes encoding each other and are critical for the generation of circadian rhythms controlling many clock outputs. A precise regulation of transcriptional events is, therefore, essential for proper circadian function. Here, we investigated histone 3 (H3) tail modifications of CCA1, LHY and TOC1 under various conditions. We found specific association of only H3K4Me3 and H3K9/14Ac with the translational start site of these three genes. These H3 marks were enriched at circadian time points of their increased transcription at different photoperiods and under free-running conditions, suggesting circadian regulation of H3 modifications. Analysis of clock-compromised CCA1-overexpressing lines provided evidence that light/dark photoperiods signal the establishment of these chromatin changes which are gated by the clock."
46,"A. Ovadia, H. Tabibian-Keissar, Y. Cohen and D. Kenigsbuch, ","""The 5'UTR of CCA1 includes an autoregulatory cis element that segregates between light and circadian regulation of CCA1 and LHY."", ",Plant molecular biology ,72(6) ,(Apr. 2010). ,20119844; ,DOI 10.1007/s11103-010-9605-8.,"The transcription factor CCA1 (CIRCADIAN CLOCK ASSOCIATED 1) participates in both light and circadian clock regulation in Arabidopsis. Two sets of transgenic plants in which GFP was fused to the CCA1 promoter with (1.3-kb fragment) or without (1.01-kb fragment) its 5'UTR were engineered. The transgenic plants transformed with the promoter including the 5'UTR had altered circadian regulation resulting in elongated hypocotyls, a bushy appearance and delayed flowering. In contrast, the transgenic plants transformed with the promoter without the 5'UTR showed earlier flowering than the wild type. Changes in CCA1, LHY and TOC1 gene expression were investigated under light-dark (L:D) fluctuations, continuous darkness (D:D) and continuous light (L:L). The circadian expression of CCA1 was altered in both sets of transgenic plants, being repressed in the plants transformed with the 1.01-kb fragment and constitutively overexpressed in those transformed with the 1.3-kb fragment. Under L:D conditions, regulation of LHY and TOC1 expression was separated from CCA1 regulation in both sets of transgenic plants, with intact rhythmic expression of both LHY and TOC1. Under D:D conditions, the rhythmic expression of LHY and TOC1 was lost in the 1.3 plants but retained with some erratic pattern under L:L conditions. In the 1.01 plants, under both D:D and L:L conditions the rhythmic expression was retained. These results indicate separate light-induced signal-transmission pathways for LHY and CCA1."
47,"N. Nakamichi, ","""The Transcriptional Network in the Arabidopsis Circadian Clock System."", ",Genes ,11(11) ,(Oct. 2020). ,33138078; ,DOI 10.3390/genes11111284.,"The circadian clock is the biological timekeeping system that governs the approximately 24-h rhythms of genetic, metabolic, physiological and behavioral processes in most organisms. This oscillation allows organisms to anticipate and adapt to day-night changes in the environment. Molecular studies have indicated that a transcription-translation feedback loop (TTFL), consisting of transcriptional repressors and activators, is essential for clock function in Arabidopsis thaliana (Arabidopsis). Omics studies using next-generation sequencers have further revealed that transcription factors in the TTFL directly regulate key genes implicated in clock-output pathways. In this review, the target genes of the Arabidopsis clock-associated transcription factors are summarized. The Arabidopsis clock transcriptional network is partly conserved among angiosperms. In addition, the clock-dependent transcriptional network structure is discussed in the context of plant behaviors for adapting to day-night cycles."
48,"Y. Niwa, S. Ito, N. Nakamichi, T. Mizoguchi, K. Niinuma, T. Yamashino and T. Mizuno, ","""Genetic linkages of the circadian clock-associated genes, TOC1, CCA1 and LHY, in the photoperiodic control of flowering time in Arabidopsis thaliana."", ",Plant & cell physiology ,48(7) ,(Jul. 2007). ,17540692; ,,"In Arabidopsis thaliana, the flowering time is regulated through the circadian clock that measures day-length and modulates the photoperiodic CO-FT output pathway in accordance with the external coincidence model. Nevertheless, the genetic linkages between the major clock-associated TOC1, CCA1 and LHY genes and the canonical CO-FT flowering pathway are less clear. By employing a set of mutants including an extremely early flowering toc1 cca1 lhy triple mutant, here we showed that CCA1 and LHY act redundantly as negative regulators of the photoperiodic flowering pathway. The partly redundant CCA1/LHY functions are largely, but not absolutely, dependent on the upstream TOC1 gene that serves as an activator. The results of examination with reference to the expression profiles of CO and FT in the mutants indicated that this clock circuitry is indeed linked to the CO-FT output pathway, if not exclusively. For this linkage, the phase control of certain flowering-associated genes, GI, CDF1 and FKF1, appears to be crucial. Furthermore, the genetic linkage between TOC1 and CCA1/LHY is compatible with the negative and positive feedback loop, which is currently believed to be a core of the circadian clock. The results of this study suggested that the circadian clock might open an exit for a photoperiodic output pathway during the daytime. In the context of the current clock model, these results will be discussed in connection with the previous finding that the same clock might open an exit for the early photomorphogenic output pathway during the night-time."
