,authors,ArticleTitle,journal_title,volume,date,pubmed,doi_pii_str,abstract
24,"S. Wang, Q. Sun, M. Zhang, C. Yin and M. Ni, ","""WRKY2 and WRKY10 regulate the circadian expression of PIF4 during the day through interactions with CCA1/LHY and phyB."", ",Plant communications ,3(2) ,(Mar. 2022). ,35529947; ,DOI 10.1016/j.xplc.2021.100265.,"WRKY transcription factors are known mostly for their function in plant defense, abiotic stress responses, senescence, seed germination, and development of the pollen, embryo, and seed. Here, we report the regulatory functions of two WRKY proteins in photomorphogenesis and PIF4 expression. PIF4 is a critical signaling hub in light, temperature, and hormonal signaling pathways. Either its expression or its accumulation peaks in the morning and afternoon. WRKY2 and WRKY10 form heterodimers and recognize their target site in the PIF4 promoter near the MYB element that is bound by CCA1 and LHY under red and blue light. WRKY2 and WRKY10 interact directly with CCA1/LHY to enhance their targeting but interact indirectly with SHB1. The two WRKY proteins also interact with phyB, and their interaction enhances the targeting of CCA1 and LHY to the PIF4 promoter. SHB1 associates with the WRKY2 and WRKY10 loci and enhances their expression in parallel with the PIF4 expression peaks. This forward regulatory loop further sustains the accumulation of the two WRKY proteins and the targeting of CCA1/LHY to the PIF4 locus. In summary, interactions of two WRKY proteins with CCA1/LHY and phyB maintain an optimal expression level of PIF4 toward noon and afternoon, which is essential to sketch the circadian pattern of PIF4 expression."
25,"K. Dehesh, J. Tepperman, AH. Christensen and PH. Quail, ","""phyB is evolutionarily conserved and constitutively expressed in rice seedling shoots."", ",Molecular & general genetics : MGG ,225(2) ,(Feb. 1991). ,2005872; ,,"Southern blot analysis indicates that the rice genome contains single copies of genes encoding type A (phyA) and type B (phyB) phytochromes. We have isolated overlapping cDNA and genomic clones encoding the entire phyB polypeptide. This monocot sequence is more closely related to phyB from the dicot, Arabidopsis (73% amino acid sequence identity), than it is to the phyA gene in the rice genome (50% identity). These data support the proposal that phyA and phyB subfamilies diverged early in plant evolution and that subsequent divergence accompanied the evolution of monocots and dicots. Moreover, since rice and Arabidopsis phyB polypeptides are more closely related to one another (73% identity) than are monocot and dicot phyA sequences (63-65% identity), it appears that phyB has evolved more slowly than phyA. Sequence conservation between phyA and phyB is greatest in a central core region surrounding the chromophore attachment site, and least toward the amino-terminal and carboxy-terminal ends of the polypeptides, although hydropathy analysis suggests that the overall structure of the two phytochromes has been conserved. Gene-specific Northern blot analysis indicates that, whereas phyA is negatively regulated by phytochrome in rice seedling shoots in the manner typical of monocots, phyB is constitutively expressed irrespective of light treatment. In consequence, phyA and phyB transcripts are equally abundant in fully green tissue. Since Arabidopsis phyB mRNA levels are also unaffected by light, the present results suggest that this mode of regulation is evolutionarily conserved among phyB genes, perhaps reflecting differences in the functional roles of the different phytochrome subfamilies."
26,"SA. Finlayson, DB. Hays and PW. Morgan, ","""phyB-1 sorghum maintains responsiveness to simulated shade, irradiance and red light: far-red light."", ","Plant, cell & environment ",30(8) ,(Aug. 2007). ,17617823; ,,"The sorghum [Sorghum bicolor (L.) Moench] phyB-1 mutant exhibits a constitutive shade-avoidance phenotype including excessive shoot elongation. It was previously shown that this mutant also overproduces ethylene. Although phytochrome B (phyB) is assumed to be the pigment most important in sensing and transducing shade signals, the sorghum phyB-1 mutant still responds to light signals characteristic of shade. Specifically, it was determined that the leaf blade : leaf sheath elongation of phyB-1 is responsive to red : far red (R : FR), but this response is opposite that of wild type (WT). Reducing the photosynthetic photon flux density (PPFD) strongly reduced the leaf blade : leaf sheath of WT but did not affect phyB-1, demonstrating a role for phyB in sensing PPFD. Using light-emitting diode (LED) lighting, it was found that WT ethylene production was increased with low R : FR while PPFD had no effect. Conversely, phyB-1 ethylene production increased only with high PPFD, high R : FR which was the treatment resulting in the least ethylene production by WT. Elevated ethylene production inhibits shoot elongation, but may contribute to shade avoidance by reducing leaf blade : leaf sheath elongation. Ethylene responses to light treatments designed to promote or reduce phytochrome A (phyA) activity, and the analysis of PHYA levels in the two cultivars suggests that phyA could be involved in transducing shade signals in light-grown sorghum. Responses potentially tranduced by phyA are elevated in phyB-1 which also over-expresses PHYA."
27,"J. Lim, JH. Park, S. Jung, D. Hwang, HG. Nam and S. Hong, ","""Antagonistic Roles of PhyA and PhyB in Far-Red Light-Dependent Leaf Senescence in Arabidopsis thaliana."", ",Plant & cell physiology ,59(9) ,(Sep. 2018). ,30099525; ,DOI 10.1093/pcp/pcy153.,"Leaf senescence is regulated by diverse developmental and environmental factors to maximize plant fitness. The red to far-red light ratio (R:FR) detected by plant phytochromes is reduced under vegetation shade, thus initiating leaf senescence. However, the role of phytochromes in promoting leaf senescence under FR-enriched conditions is not fully understood. In this study, we investigated the role of phyA and phyB in regulating leaf senescence under FR in Arabidopsis thaliana (Arabidopsis). FR enrichment and intermittent FR pulses promoted the senescence of Arabidopsis leaves. Additionally, phyA and phyB mutants showed enhanced and repressed senescence phenotypes in FR, respectively, indicating that phyA and phyB antagonistically regulate FR-dependent leaf senescence. Transcriptomic analysis using phyA and phyB mutants in FR identified differentially expressed genes (DEGs) involved in leaf senescence-related processes, such as responses to light, phytohormones, temperature, photosynthesis and defense, showing opposite expression patterns in phyA and phyB mutants. These contrasting expression profiles of DEGs support the antagonism between phyA and phyB in FR-dependent leaf senescence. Among the genes showing antagonistic regulation, we confirmed that the expression of WRKY6, which encodes a senescence-associated transcription factor, was negatively and positively regulated by phyA and phyB, respectively. The wrky6 mutant showed a repressed senescence phenotype compared with the wild type in FR, indicating that WRKY6 plays a positive role in FR-dependent leaf senescence. Our results imply that antagonism between phyA and phyB is involved in fine-tuning leaf senescence under varying FR conditions in Arabidopsis."
28,"T. Yang, TL. Zhang, YH. Guo and X. Liu, ","""Correction: Identification of Hybrids in Potamogeton: Incongruence between Plastid and ITS Regions Solved by a Novel Barcoding Marker PHYB."", ",PloS one ,17(12) ,(2022). ,36584071; ,DOI 10.1371/journal.pone.0280043.,[This corrects the article DOI: 10.1371/journal.pone.0166177.].
29,"W. Wang, Z. Liu, LJ. Bao, SS. Zhang, CG. Zhang, X. Li, HX. Li, XL. Zhang, AM. Bones, ZB. Yang and YL. Chen, ","""The RopGEF2-ROP7/ROP2 Pathway Activated by phyB Suppresses Red Light-Induced Stomatal Opening."", ",Plant physiology ,174(2) ,(Jun. 2017). ,28188273; ,DOI 10.1104/pp.16.01727.,"Circadian rhythm of stomatal aperture is mainly regulated by light/darkness. Blue and red light induce stomatal opening through different mechanisms that are mediated by special receptors. ROP2, a member of Rho GTPase family in Arabidopsis (Arabidopsisthaliana), has been found to negatively regulate light-induced stomatal opening. However, the upstream guanine nucleotide exchange factor (GEF) RopGEFs have not been revealed, and it is unclear which photoreceptor is required for the action of RopGEFs-ROPs. Here, we showed that RopGEF2 acted as a negative regulator in phytochrome B (phyB)-mediated red light-induced stomatal opening. Meanwhile, ROP7, another member of ROP family, acting redundantly with ROP2, was regulated by RopGEF2 in this process. RopGEF2 interacted with ROP7 and ROP2 and enhanced their intrinsic nucleotide exchange rates. Furthermore, the direct interactions between phyB and RopGEF2 were detected in vitro and in plants, and phyB enhanced the GEF activity of RopGEF2 toward both ROP7 and ROP2 under light. In addition, RopGEF4 functioned redundantly with RopGEF2 in red light-induced stomatal opening by activating both ROP7 and ROP2, and RopGEF2/RopGEF4 acted genetically downstream of phyB; however, the GEF activity of RopGEF4 was not directly enhanced by phyB. These results revealed that red light-activated phyB enhances the GEF activities of RopGEF2 and RopGEF4 directly or indirectly, and then activate both ROP7 and ROP2 in guard cells. The negative mechanism triggered by phyB prevents the excessive stomatal opening under red light."
30,"J. Allen, K. Guo, D. Zhang, M. Ince and F. Jammes, ","""ABA-glucose ester hydrolyzing enzyme ATBG1 and PHYB antagonistically regulate stomatal development."", ",PloS one ,14(6) ,(2019). ,31233537; ,DOI 10.1371/journal.pone.0218605.,"The integration of conflicting signals in response to environmental constraints is essential to efficient plant growth and development. The light-dependent and the stress hormone abscisic acid (ABA)-dependent signaling pathways play opposite roles in many aspects of plant development. While these pathways have been extensively studied, the complex nature of their molecular dialogue is still obscure. When mobilized by the Arabidopsis thaliana β-glucosidase 1 (AtBG1), the glucose ester-conjugated inactive form of ABA has proven to be a source of the active hormone that is essential for the adaptation of the plant to water deficit, as evidenced by the impaired stomatal closure of atbg1 mutants in response to water stress. In a suppressor screen designed to identify the molecular components of AtBG1-associated physiological and developmental mechanisms, we identified the mutation variant of AtBG1 traits (vat1), a new mutant allele of the red light/far-red light photoreceptor PHYTOCHROME B (PHYB). Our study reveals that atbg1 plants harbor increased stomatal density in addition to impaired stomatal closure. We also provide evidence that the vat1/phyb mutation can restore the apparent transpiration of the atbg1 mutant by decreasing stomatal aperture and restoring a stomatal density similar to wild-type plants. Expression of key regulators of stomatal development showed a crosstalk between AtBG1-mediated ABA signaling and PHYB-mediated stomatal development. We conclude that the AtBG1-dependent regulation of ABA homeostasis and the PHYB-mediated light signaling pathways act antagonistically in the control of stomatal development."
31,"VD. Kreslavski, VV. Strokina, AY. Khudyakova, GN. Shirshikova, AA. Kosobryukhov, PP. Pashkovskiy, S. Alwasel and SI. Allakhverdiev, ","""Effect of high-intensity light and UV-B on photosynthetic activity and the expression of certain light-responsive genes in A. thaliana phyA and phyB mutants."", ",Biochimica et biophysica acta. Bioenergetics ,1862(8) ,(Aug. 2021). ,33940040; ,DOI 10.1016/j.bbabio.2021.148445.,"The effects of high-intensity light (HIL, 4 and 24 h) and UV-B (1 h) on the net photosynthesis rate, activity of photosystem II (PSII), content of photosynthetic pigments, anthocyanin and UV-absorbing pigments as well as the expression of certain light-responsive genes (HY5,CAB1) chalcone synthase (CHS) and main antioxidants enzyme genes (APX1, GPX and GR) in the leaves of phyB and phyA mutant A. thaliana plants were studied. Both UV-B and 4 and 24 h HIL decreased the PSII maximum quantum yield (Fv/Fm), PSII performance index (PIABS), photosynthesis and respiration rates in plants. Moreover, all stress treatments increased the dissipation of the absorbed energy (DI0/RC) as well as the flux of absorbed energy per RC (ABS/RC). The maximal changes in photosynthesis and chlorophyll fluorescence parameters were observed in the phyB mutant. The WT and the phyA mutant showed similar responses. In addition, the phyB mutant exhibited decreases in the expression of genes encoding enzyme CHS, the transcription factor HY5 and the antioxidant enzymes APX1 and GPX. One of the possible mechanisms protecting the photosynthetic apparatus from light excess or UV radiation is the elevated content of various pigments that can act as antioxidants or optical filters. We assume that the greater decrease in photosynthetic activity in the phyB mutant under HIL and UV-B conditions was due to the decreased content of carotenoids and UV-absorbing pigments in this mutant."
32,"XD. Lu, CM. Zhou, PB. Xu, Q. Luo, HL. Lian and HQ. Yang, ","""Red-light-dependent interaction of phyB with SPA1 promotes COP1-SPA1 dissociation and photomorphogenic development in Arabidopsis."", ",Molecular plant ,8(3) ,(Mar. 2015). ,25744387; ,DOI 10.1016/j.molp.2014.11.025.,"Arabidopsis phytochromes (phyA-phyE) are photoreceptors dedicated to sensing red/far-red light. Phytochromes promote photomorphogenic developments upon light irradiation via a signaling pathway that involves rapid degradation of PIFs (PHYTOCHROME INTERACTING FACTORS) and suppression of COP1 (CONSTITUTIVE PHOTOMORPHOGENIC 1) nuclear accumulation, through physical interactions with PIFs and COP1, respectively. Both phyA and phyB, the two best characterized phytochromes, regulate plant photomorphogenesis predominantly under far-red light and red light, respectively. It has been demonstrated that SPA1 (SUPPRESSOR OF PHYTOCHROME A 1) associates with COP1 to promote COP1 activity and suppress photomorphogenesis. Here, we report that the mechanism underlying phyB-promoted photomorphogenesis in red light involves direct physical and functional interactions between red-light-activated phyB and SPA1. We found that SPA1 acts genetically downstream of PHYB to repress photomorphogenesis in red light. Protein interaction studies in both yeast and Arabidopsis demonstrated that the photoactivated phyB represses the association of SPA1 with COP1, which is mediated, at least in part, through red-light-dependent interaction of phyB with SPA1. Moreover, we show that phyA physically interacts with SPA1 in a Pfr-form-dependent manner, and that SPA1 acts downstream of PHYA to regulate photomorphogenesis in far-red light. This study provides a genetic and biochemical model of how photoactivated phyB represses the activity of COP1-SPA1 complex through direct interaction with SPA1 to promote photomorphogenesis in red light."
33,"W. Sun, X. Hui Xu, X. Lu, L. Xie, B. Bai, C. Zheng, H. Sun, Y. He and XZ. Xie, ","""The Rice Phytochrome Genes, PHYA and PHYB, Have Synergistic Effects on Anther Development and Pollen Viability."", ",Scientific reports ,7(1) ,(Jul. 2017). ,28743949; ,DOI 10.1038/s41598-017-06909-2.,"Phytochromes are the main plant photoreceptors regulating multiple developmental processes. However, the regulatory network of phytochrome-mediated plant reproduction has remained largely unexplored. There are three phytochromes in rice, phyA, phyB and phyC. No changes in fertility are observed in the single mutants, whereas the seed-setting rate of the phyA phyB double mutant is significantly reduced. Histological and cytological analyses showed that the reduced fertility of the phyA phyB mutant was due to defects in both anther and pollen development. The four anther lobes in the phyA phyB mutant were developed at different stages with fewer pollen grains, most of which were aborted. At the mature stage, more than one lobe in the double mutant was just consisted of several cell layers. To identify genes involved in phytochrome-mediated anther development, anther transcriptomes of phyA, phyB and phyA phyB mutants were compared to that of wild-type rice respectively. Analysis of 2,241 double-mutant-specific differentially expressed transcripts revealed that the metabolic profiles, especially carbohydrate metabolism, were altered greatly, and heat-shock responses were activated in the double mutant. This study firstly provides valuable insight into the complex regulatory networks underlying phytochrome-mediated anther and pollen development in plants, and offers novel clues for hybrid rice breeding."
34,"RA. Sharrock, T. Clack and L. Goosey, ","""Differential activities of the Arabidopsis phyB/D/E phytochromes in complementing phyB mutant phenotypes."", ",Plant molecular biology ,52(1) ,(May. 2003). ,12825695; ,,"The Arabidopsis phyB, phyD, and phyE phytochromes regulate plant developmental and growth responses to continuous red light and to the ratio of red to far-red light. They are also more highly related in sequence to each other and more recently derived evolutionarily than phyA and phyC. In order to directly compare the signaling activities of these three photoreceptor apoproteins, an assay was developed based upon complementation of the phyB-1 null mutant phenotype with transgenes consisting of the PHYB promoter (PB) driving expression of the PHYB, PHYD, or PHYE coding sequences. Expression analysis indicates that the PB-phyB, PB-phyD, and PB-phyE transgenes are transcriptionally and translationally active. However, whereas the PB-phyB transgene complements the phyB-1 red light hypocotyl growth phenotype completely, the PB-phyD and PB-phyE transgenes are only weakly active in restoring seedling growth regulation. Red light fluence curves indicate that this difference is not likely to be due to differences in dark reversion rates. The PB-phyD and PB-phyE transgenes also both partially restore the rosette leaf morphology phenotype of the phyB-1 mutant. However, the PB-phyD gene complements the early flowering phenotype of phyB-1 very strongly whereas PB-phyE does not. These results demonstrate that Arabidopsis phyB-related apoproteins differ significantly in their capacities to signal in various seedling and adult plant phytochrome responses."
35,,"""Correction for Heng et al., BBX4, a phyB-interacting and modulated regulator, directly interacts with PIF3 to fine tune red light-mediated photomorphogenesis."", ",Proceedings of the National Academy of Sciences of the United States of America ,117(8) ,(Feb. 2020). ,32071210; ,DOI 10.1073/pnas.2001373117.,
36,"R. Kern, A. Gasch, M. Deak, SA. Kay and NH. Chua, ","""phyB of tobacco, a new member of the phytochrome family."", ",Plant physiology ,102(4) ,(Aug. 1993). ,8278560; ,,
37,"W. Sun, XH. Xu, X. Wu, Y. Wang, X. Lu, H. Sun and X. Xie, ","""Genome-wide identification of microRNAs and their targets in wild type and phyB mutant provides a key link between microRNAs and the phyB-mediated light signaling pathway in rice."", ",Frontiers in plant science ,6 ,(2015). ,26074936; ,DOI 10.3389/fpls.2015.00372.,"Phytochrome B (phyB), a member of the phytochrome family in rice, plays important roles in regulating a range of developmental processes and stress responses. However, little information about the mechanisms involved in the phyB-mediated light signaling pathway has been reported in rice. MicroRNAs (miRNAs) also perform important roles in plant development and stress responses. Thus, it is intriguing to explore the role of miRNAs in the phyB-mediated light signaling pathway in rice. In this study, comparative high-throughput sequencing and degradome analysis were used to identify candidate miRNAs and their targets that participate in the phyB-mediated light signaling pathway. A total of 720 known miRNAs, 704 novel miRNAs and 1957 target genes were identified from the fourth leaves of wild-type (WT) and phyB mutant rice at the five-leaf stage. Among them, 135 miRNAs showed differential expression, suggesting that the expression of these miRNAs is directly or indirectly under the control of phyB. In addition, 32 out of the 135 differentially expressed miRNAs were found to slice 70 genes in the rice genome. Analysis of these target genes showed that members of various transcription factor families constituted the largest proportion, indicating miRNAs are probably involved in the phyB-mediated light signaling pathway mainly by regulating the expression of transcription factors. Our results provide new clues for functional characterization of miRNAs in the phyB-mediated light signaling pathway, which should be helpful in comprehensively uncovering the molecular mechanisms of phytochrome-mediated photomorphogenesis and stress responses in plants."
38,"L. Su, P. Hou, M. Song, X. Zheng, L. Guo, Y. Xiao, L. Yan, W. Li and J. Yang, ","""Synergistic and Antagonistic Action of Phytochrome (Phy) A and PhyB during Seedling De-Etiolation in Arabidopsis thaliana."", ",International journal of molecular sciences ,16(6) ,(May. 2015). ,26030677; ,DOI 10.3390/ijms160612199.,"It has been reported that Arabidopsis phytochrome (phy) A and phyB are crucial photoreceptors that display synergistic and antagonistic action during seedling de-etiolation in multiple light signaling pathways. However, the functional relationship between phyA and phyB is not fully understood under different kinds of light and in response to different intensities of such light. In this work, we compared hypocotyl elongation of the phyA-211 phyB-9 double mutant with the wild type, the phyA-211 and phyB-9 single mutants under different intensities of far-red (FR), red (R), blue (B) and white (W) light. We confirmed that phyA and phyB synergistically promote seedling de-etiolation in B-, B plus R-, W- and high R-light conditions. The correlation of endogenous ELONGATED HYPOCOTYL 5 (HY5) protein levels with the trend of hypocotyl elongation of all lines indicate that both phyA and phyB promote seedling photomorphogenesis in a synergistic manner in high-irradiance white light. Gene expression analyses of RBCS members and HY5 suggest that phyB and phyA act antagonistically on seedling development under FR light."
39,"S. Xiang, S. Wu, Y. Jing, L. Chen and D. Yu, ","""Phytochrome B regulates jasmonic acid-mediated defense response against Botrytis cinerea in Arabidopsis."", ",Plant diversity ,44(1) ,(Jan. 2022). ,35281129; ,DOI 10.1016/j.pld.2021.01.007.,"The phytochrome B mediated light signaling integrates with various phytohormone signalings to control plant immune response. However, it is still unclear whether phyB-mediated light signaling has an effect on the biosynthesis of jasmonate during plant defense response against Botrytis cinerea. In this study, we demonstrated that phyB-mediated light signaling has a role in this process. Initially, we confirmed that phyb plants were obviously less resistant to B. cinerea while phyB overexpressing plants showed significantly enhanced resistance. We also found that the expression of numerous JA biosynthesis genes was promoted upon treatment with red or white light when compared to that of darkness, and that this promotion is dependent on phyB. Consistent with the gene expression results, phyb plants accumulated reduced pool of JA-Ile, indicating that phyB-mediated light signaling indeed increased JA biosynthesis. Further genetic analysis showed that light-mediated JAZ9 degradation and phyB-enhanced resistance were dependent on the receptor COI1, and that pif1/3/4/5 (pifq) can largely rescue the severe symptom of phyb. Taken together, our study demonstrates that phyB may participate in plant defense against B. cinerea through the modulation of the biosynthesis of JA."
40,"L. Palecanda and RA. Sharrock, ","""Molecular and phenotypic specificity of an antisense PHYB gene in Arabidopsis."", ",Plant molecular biology ,46(1) ,(May. 2001). ,11437253; ,,"The family of phytochrome photoreceptors plays an essential role in regulating plant growth and development in response to the light environment. An antisense PHYB transgene has been introduced into wild-type Arabidopsis and shown to inhibit expression of the PHYB sense mRNA and the phyB phytochrome protein 4- to 5-fold. This inhibition is specific to phyB in that the levels of the four other phytochromes, notably the closely related phyD and phyE phytochromes, are unaffected in the antisense lines. Antisense-induced reduction in phyB causes alterations of red light effects on seedling hypocotyl elongation, rosette leaf morphology, and chlorophyll content, similar to the phenotypic changes caused by phyB null mutations. However, unlike the phyB mutants, the antisense lines do not flower early compared to the wild type. Furthermore, unlike the phyB mutants, the antisense lines do not show a reduction in phyC level compared to the wild type, making it possible to unequivocally associate several of the photomorphogenic effects seen in phyB mutants with phytochrome B alone. These results indicate that an antisense transgene approach can be used to specifically inhibit the expression and activity of a single member of the phytochrome family and to alter aspects of shade avoidance responses in a targeted manner."
41,"JM. Bradley, GC. Whitelam and NP. Harberd, ","""Impaired splicing of phytochrome B pre-mRNA in a novel phyB mutant of Arabidopsis."", ",Plant molecular biology ,27(6) ,(Mar. 1995). ,7539307; ,,"Phytochrome is the red/far-red absorbing photoreceptor active in photomorphogenesis, the apoprotein of which is encoded by a small gene family (PHYA, PHYB, PHYC, PHYD and PHYE). A novel phytochrome B-deficient mutant, phyB-103, was isolated from a screen of EMS-mutagenised Arabidopsis M2 seed. phyB-103 carries a G-to-A base substitution at the 5' splice site +1 G nucleotide of intron 1 of PHYB. The phyB-103 PHYB transcript is larger than the wild-type PHYB transcript and DNA sequence analysis showed that the entire intron is retained in the mature PHYB transcript of phyB-103. Thus the phyB-103 G-to-A substitution prevents intron splicing. The retained intron contains within it an in-frame stop codon, and the predicted PHYB-003 apoprotein thus terminates prematurely. phyB-103 is therefore likely to be a null allele of PHYB, consistent with the observation that the phenotype conferred by phyB-103 is as severe as that conferred by previously described phyB null alleles."
42,"JW. Reed, P. Nagpal, RM. Bastow, KS. Solomon, MJ. Dowson-Day, RP. Elumalai and AJ. Millar, ","""Independent action of ELF3 and phyB to control hypocotyl elongation and flowering time."", ",Plant physiology ,122(4) ,(Apr. 2000). ,10759510; ,,"Light regulates various aspects of plant growth, and the photoreceptor phytochrome B (phyB) mediates many responses to red light. In a screen for Arabidopsis mutants with phenotypes similar to those of phyB mutants, we isolated two new elf3 mutants. One has weaker morphological phenotypes than previously identified elf3 alleles, but still abolishes circadian rhythms under continuous light. Like phyB mutants, elf3 mutants have elongated hypocotyls and petioles, flower early, and have defects in the red light response. However, we found that elf3 mutations have an additive interaction with a phyB null mutation, with phyA or hy4 null mutations, or with a PHYB overexpression construct, and that an elf3 mutation does not prevent nuclear localization of phyB. These results suggest that either there is substantial redundancy in phyB and elf3 function, or the two genes regulate distinct signaling pathways."
43,"A. Hall, L. Kozma-Bognár, RM. Bastow, F. Nagy and AJ. Millar, ","""Distinct regulation of CAB and PHYB gene expression by similar circadian clocks."", ",The Plant journal : for cell and molecular biology ,32(4) ,(Nov. 2002). ,12445124; ,,"Phytochrome B (phyB) is a major phytochrome active in light-grown plants. The circadian clock controls the expression of the PHYB gene. We have used the luciferase reporter gene (LUC) to monitor the rhythmic expression of PHYB in photoreceptor and clock-associated mutant backgrounds. Surprisingly, we found that PHYB and CAB expression have different free-running periods, indicating that separate circadian clocks control these genes. The effects of mutations show that the clocks share common components. This suggests that they are copies of the same clock mechanism in different locations, most likely in different cell layers. Furthermore, we show that phyB is required for a negative feedback loop that strongly antagonises the expression of PHYB. Compared to a system with only one clock, this regulatory complexity might allow the phase of peak expression for one clock-controlled gene to alter, relative to other genes or to changing environmental conditions."
44,"TH. Kebrom and JE. Mullet, ","""Transcriptome Profiling of Tiller Buds Provides New Insights into PhyB Regulation of Tillering and Indeterminate Growth in Sorghum."", ",Plant physiology ,170(4) ,(Apr. 2016). ,26893475; ,DOI 10.1104/pp.16.00014.,"Phytochrome B (phyB) enables plants to modify shoot branching or tillering in response to varying light intensities and ratios of red and far-red light caused by shading and neighbor proximity. Tillering is inhibited in sorghum genotypes that lack phytochrome B (58M, phyB-1) until after floral initiation. The growth of tiller buds in the first leaf axil of wild-type (100M, PHYB) and phyB-1 sorghum genotypes is similar until 6 d after planting when buds of phyB-1 arrest growth, while wild-type buds continue growing and develop into tillers. Transcriptome analysis at this early stage of bud development identified numerous genes that were up to 50-fold differentially expressed in wild-type/phyB-1 buds. Up-regulation of terminal flower1, GA2oxidase, and TPPI could protect axillary meristems in phyB-1 from precocious floral induction and decrease bud sensitivity to sugar signals. After bud growth arrest in phyB-1, expression of dormancy-associated genes such as DRM1, GT1, AF1, and CKX1 increased and ENOD93, ACCoxidase, ARR3/6/9, CGA1, and SHY2 decreased. Continued bud outgrowth in wild-type was correlated with increased expression of genes encoding a SWEET transporter and cell wall invertases. The SWEET transporter may facilitate Suc unloading from the phloem to the apoplast where cell wall invertases generate monosaccharides for uptake and utilization to sustain bud outgrowth. Elevated expression of these genes was correlated with higher levels of cytokinin/sugar signaling in growing buds of wild-type plants."
45,"Z. Zhang, R. Ji, H. Li, T. Zhao, J. Liu, C. Lin and B. Liu, ","""CONSTANS-LIKE 7 (COL7) is involved in phytochrome B (phyB)-mediated light-quality regulation of auxin homeostasis."", ",Molecular plant ,7(9) ,(Sep. 2014). ,24908267; ,DOI 10.1093/mp/ssu058.,"Arabidopsis phytochrome B (phyB) is the major photoreceptor that senses the ratio of red to far-red light (R:FR) to regulate the shade-avoidance response (SAR). It has been hypothesized that altered homeostasis of phytohormones such as auxin and strigolactone is at least partially responsible for SAR, but the mechanism underlying phyB regulation of the hormonal change is not fully understood. Previously we reported that CONSTANS-LIKE 7 (COL7) enhances branching number under high R:FR but not under low R:FR, implying that COL7 may be involved in the phyB-mediated SAR. In this study, we provide evidence that COL7 reduces auxin levels in a high R:FR-dependent manner. We found that the phyB mutation suppresses the COL7-induced branching proliferation. Moreover, COL7 promotes mRNA expression of SUPERROOT 2 (SUR2), which encodes a suppressor of auxin biosynthesis, in high R:FR but not in low R:FR. Consistently with these results, deficiency of phyB suppresses the elevated transcription of SUR2 in COL7 overexpression plants grown in high R:FR. Taking these results together with data suggesting that photo-excited phyB is required for stabilization of the COL7 protein, we argue that COL7 is a critical factor linking light perception to changes in auxin level in Arabidopsis."
46,"FQ. Wu, XM. Zhang, DM. Li and YF. Fu, ","""Ectopic expression reveals a conserved PHYB homolog in soybean."", ",PloS one ,6(11) ,(2011). ,22110748; ,DOI 10.1371/journal.pone.0027737.,"Phytochromes sense red/far-red light and trigger a cascade of physiological responses in plant. Here, a phytochrome B homolog, GmPHYB1, was amplified from the soybean genome, and its expression profiles were obtained for various parts of the plant and at various developmental stages. The gene was ectopically expressed in Arabidopsis thaliana, driven by CaMV 35S promoter, to study the physiological functions of the gene product. The overexpressors of GmPHYB1 behaved similarly to those of AtPHYB, but with some subtle differences with respect to the acceleration of flowering under short day conditions and the growth of the hypocotyl under certain light fluence rate. The results suggested that this soybean PHYB homolog was well conserved both at the level of sequence and physiological function."
47,"E. Huq, Y. Kang, KJ. Halliday, M. Qin and PH. Quail, ","""SRL1: a new locus specific to the phyB-signaling pathway in Arabidopsis."", ",The Plant journal : for cell and molecular biology ,23(4) ,(Aug. 2000). ,10972872; ,,"As part of an effort to isolate new Arabidopsis mutants specifically defective in responsiveness to red light, we identified srl1 (short hypocotyl in red light) by screening an EMS-mutagenized M2 population derived from a phytochrome B (phyB)-overexpressor line (ABO). The srl1 mutant shows enhanced responsiveness to continuous red but not far-red light, in both wild-type and ABO backgrounds, consistent with involvement in the phyB-signaling pathway but not that of phyA. The hypersensitive phenotype of srl1 is not due to overexpression of endogenous phyA or phyB, and the locus maps to the center of chromosome 2, distinct from any other known photomorphogenic mutants. srl1 seedlings display enhancement of several phyB-mediated responses, including shorter hypocotyls, more expanded cotyledons, shorter petioles and modestly higher levels of CAB gene expression under red light than the wild type. Double mutant analyses show that the hypersensitive phenotype of srl1 is completely phyB-dependent. The data suggest, therefore, that SRL1 may encode a negatively acting component specific to the phyB-signaling pathway."
48,"C. Poppe and E. Schäfer, ","""Seed germination of Arabidopsis thaliana phyA/phyB double mutants is under phytochrome control."", ",Plant physiology ,114(4) ,(Aug. 1997). ,9276958; ,,"We examined the photocontrol of seed germination in the phyA/phyB double mutants of Arabidopsis thaliana seeds. Dormant phyA/phyB seeds showed a red/far-red light (R/FR)-reversible induction of seed germination. This suggests the involvement of at least one other phytochrome, phyC, D, and/or E, in controlling seed germination. We designated this spectrally active phytochrome in phyA/phyB as phyX. The full reversibility of the R-induced germination by subsequent FR pulses, and the observation that the response is reversible by FR, even after a 3-h R treatment, indicates that this phyX response belongs to the low-fluence-response type. Thus, this phyX response is functionally related to phyB-mediated responses. However, in contrast to phyB-controlled seed germination, this phyX-mediated response needs a prolonged imbibition period and exhibits reversibility kinetics different from that needed for phyB. Furthermore, this phyX response requires a prolonged irradiation time and shows a fluence rate response dependency, showing a similarity to the high irradiance response of photomorphogenesis. Thus, phyX, with regard to its control of seed germination, is a functionally new phytochrome that shares some characteristics of both phyA- and phyB-mediated responses."
