,authors,ArticleTitle,journal_title,volume,date,pubmed,doi_pii_str,abstract
114,"J. Kim, K. Song, E. Park, K. Kim, G. Bae and G. Choi, ","""Epidermal Phytochrome B Inhibits Hypocotyl Negative Gravitropism Non-Cell-Autonomously."", ",The Plant cell ,28(11) ,(Nov. 2016). ,PUBMED: 27758895; ,,"Seedling hypocotyls display negative gravitropism in the dark but agravitropism in the light. The Arabidopsis thaliana pif quadruple mutant (pifQ), which lacks four PHYTOCHROME-INTERACTING FACTORS (PIFs), is agravitropic in the dark. Endodermis-specific expression of PIF1 rescues gravitropism in pifQ mutant seedlings. Since phytochromes induce light responses by inhibiting PIFs and the COP1-SPA ubiquitin E3 ligase complex in the nucleus, we asked whether phyB can cell autonomously inhibit hypocotyl negative gravitropism in the endodermis. We found that while epidermis-specific expression of PHYB rescues hypocotyl negative gravitropism and all other phyB mutant phenotypes, endodermis-specific expression of PHYB does not. Epidermal phyB induces the phosphorylation and degradation of endodermal PIFs in response to red light. This induces a global gene expression pattern similar to that induced by red light treatment of seedlings expressing PHYB under the control of its own endogenous promoter. Our results imply that epidermal phyB generates an unidentified mobile signal that travels to the endodermis where it promotes PIF degradation and inhibits hypocotyl negative gravitropism."
115,"N. Elrouby, ","""Regulation of Plant Cellular and Organismal Development by SUMO."", ",Advances in experimental medicine and biology ,963 ,(2017). ,PUBMED: 28197916; ,DOI 10.1007/978-3-319-50044-7_14.,"This chapter clearly demonstrates the breadth and spectrum of the processes that SUMO regulates during plant development. The gross phenotypes observed in mutants of the SUMO conjugation and deconjugation enzymes reflect these essential roles, and detailed analyses of these mutants under different growth conditions revealed roles in biotic and abiotic stress responses, phosphate starvation, nitrate and sulphur metabolism, freezing and drought tolerance and response to excess copper. SUMO functions also intersect with those regulated by several hormones such as salicylic acid , abscisic acid , gibberellins and auxin, and detailed studies provide mechanistic clues of how sumoylation may regulate these processes. The regulation of COP1 and PhyB functions by sumoylation provides very strong evidence that SUMO is heavily involved in the regulation of light signaling in plants. At the cellular and subcellular levels, SUMO regulates meristem architecture, the switch from the mitotic cycle into the endocycle, meiosis, centromere decondensation and exit from mitosis, transcriptional control, and release from transcriptional silencing. Most of these advances in our understanding of SUMO functions during plant development emerged over the past 6-7 years, and they may only predict a prominent rise of SUMO as a major regulator of eukaryotic cellular and organismal growth and development."
116,"JD. Weaver, EJ. Mullaney and XG. Lei, ","""Altering the substrate specificity site of Aspergillus niger PhyB shifts the pH optimum to pH 3.2."", ",Applied microbiology and biotechnology ,76(1) ,(Aug. 2007). ,PUBMED: 17450356; ,,"Phytases are of biotechnological importance as animal feed additives for their ability to catalyze the hydrolysis of phosphate from phytate for absorption by simple-stomached animals, and to reduce their fecal phosphorus excretion. Aspergillus niger PhyB has high catalytic activity at low pHs around 2.5, but has little activity at the commonly observed gastric pH of young animals (3.0-3.5). Our objective was to determine if the pH optima of PhyB could be broadened to a more characteristic pH range in the stomach of young animals through site-directed mutagenesis. We created two mutants, E272K and E272Q, each with a single amino acid substitution of the same residue in the substrate specificity site. Mutants were designed to replace an acidic amino acid, with either a neutral amino acid (E272Q) or basic amino acid (E272K), and were overexpressed in the yeast Pichia pastoris. While the wild-type (WT) pH optimum was 2.5, mutant E272K shifted to a new optimum of pH 3.2. E272K had a concomitant reduction in K (m) of 36-fold at pH 2.5 and 6-fold at pH 3.2 compared to the WT. Our results indicate that the pH optimum of PhyB can be altered to match the stomach pH, along with an improved substrate affinity."
117,"KC. Ehrlich, BG. Montalbano, EJ. Mullaney, HC. Dischinger and AH. Ullah, ","""Identification and cloning of a second phytase gene (phyB) from Aspergillus niger (ficuum)."", ",Biochemical and biophysical research communications ,195(1) ,(Aug. 1993). ,PUBMED: 7916610; ,,An Aspergillus niger (ficuum) genomic DNA lambda EMBL3 library was probed with a 354-bp DNA fragment obtained by polymerase chain reaction of A. niger DNA with oligonucleotides based on partial amino acid sequence of a pH 2.5 optimum acid phosphatase. A clone containing a 1605 bp segment (phyB) encoding the 479 amino acid enzyme was isolated and found to contain four exons. Global alignment revealed 23.5% homology to Aspergillus niger phytase (PhyA); four regions of extensive homology were identified. Some of these regions may contain catalytic sites for phosphatase function.
118,"JH. Lee, YJ. Park, JY. Kim and CM. Park, ","""Phytochrome B Conveys Low Ambient Temperature Cues to the Ethylene-Mediated Leaf Senescence in Arabidopsis."", ",Plant & cell physiology ,63(3) ,(Mar. 2022). ,PUBMED: 34950951; ,DOI 10.1093/pcp/pcab178.,"Leaf senescence is an active developmental process that is tightly regulated through extensive transcriptional and metabolic reprogramming events, which underlie controlled degradation and relocation of nutrients from aged or metabolically inactive leaves to young organs. The onset of leaf senescence is coordinately modulated by intrinsic aging programs and environmental conditions, such as prolonged darkness and temperature extremes. Seedlings growing under light deprivation, as often experienced in severe shading or night darkening, exhibit an accelerated senescing process, which is mediated by a complex signaling network that includes sugar starvation responses and light signaling events via the phytochrome B (phyB)-PHYTOCHROME-INTERACTING FACTOR (PIF) signaling routes. Notably, recent studies indicate that nonstressful ambient temperatures profoundly influence the onset and progression of leaf senescence in darkness, presumably mediated by the phyB-PIF4 signaling pathways. However, it is not fully understood how temperature signals regulate leaf senescence at the molecular level. Here, we demonstrated that low ambient temperatures repress the nuclear export of phyB and the nuclear phyB suppresses the transcriptional activation activity of ethylene signaling mediator ETHYLENE INSENSITIVE3 (EIN3), thus delaying leaf senescence. Accordingly, leaf senescence was insensitive to low ambient temperatures in transgenic plants overexpressing a constitutively nuclear phyB form, as observed in ein3 eil1 mutants. In contrast, leaf senescence was significantly promoted in phyB-deficient mutants under identical temperature conditions. Our data indicate that phyB coordinately integrates light and temperature cues into the EIN3-mediated ethylene signaling pathway that regulates leaf senescence under light deprivation, which would enhance plant fitness under fluctuating natural environments."
119,"B. Enderle, DJ. Sheerin, I. Paik, PK. Kathare, P. Schwenk, C. Klose, MH. Ulbrich, E. Huq and A. Hiltbrunner, ","""PCH1 and PCHL promote photomorphogenesis in plants by controlling phytochrome B dark reversion."", ",Nature communications ,8(1) ,(Dec. 2017). ,PUBMED: 29263319; ,DOI 10.1038/s41467-017-02311-8.,"Phytochrome B (phyB) is the primary red light photoreceptor in plants, and regulates both growth and development. The relative levels of phyB in the active state are determined by the light conditions, such as direct sunlight or shade, but are also affected by light-independent dark reversion. Dark reversion is a temperature-dependent thermal relaxation process, by which phyB reverts from the active to the inactive state. Here, we show that the homologous phyB-binding proteins PCH1 and PCHL suppress phyB dark reversion, resulting in plants with dramatically enhanced light sensitivity. Moreover, far-red and blue light upregulate the expression of PCH1 and PCHL in a phyB independent manner, thereby increasing the response to red light perceived by phyB. PCH1 and PCHL therefore provide a node for the molecular integration of different light qualities by regulation of phyB dark reversion, allowing plants to adapt growth and development to the ambient environment."
120,"J. Jiang, L. Zeng, H. Ke, B. De La Cruz and K. Dehesh, ","""Orthogonal regulation of phytochrome B abundance by stress-specific plastidial retrograde signaling metabolite."", ",Nature communications ,10(1) ,(Jul. 2019). ,PUBMED: 31266952; ,DOI 10.1038/s41467-019-10867-w.,"Plant survival necessitates constant monitoring of fluctuating light and balancing growth demands with adaptive responses, tasks mediated via interconnected sensing and signaling networks. Photoreceptor phytochrome B (phyB) and plastidial retrograde signaling metabolite methylerythritol cyclodiphosphate (MEcPP) are evolutionarily conserved sensing and signaling components eliciting responses through unknown connection(s). Here, via a suppressor screen, we identify two phyB mutant alleles that revert the dwarf and high salicylic acid phenotypes of the high MEcPP containing mutant ceh1. Biochemical analyses show high phyB protein levels in MEcPP-accumulating plants resulting from reduced expression of phyB antagonists and decreased auxin levels. We show that auxin treatment negatively regulates phyB abundance. Additional studies identify CAMTA3, a MEcPP-activated calcium-dependent transcriptional regulator, as critical for maintaining phyB abundance. These studies provide insights into biological organization fundamentals whereby a signal from a single plastidial metabolite is transduced into an ensemble of regulatory networks controlling the abundance of phyB, positioning plastids at the information apex directing adaptive responses."
121,"JH. Jung, Z. Li, H. Chen, S. Yang, D. Li, RA. Priatama, V. Kumar and YH. Xuan, ","""Mutation of phytochrome B promotes resistance to sheath blight and saline-alkaline stress via increasing ammonium uptake in rice."", ",The Plant journal : for cell and molecular biology ,,(Nov. 2022). ,PUBMED: 36440495; ,DOI 10.1111/tpj.16046.,"Phytochrome B (PhyB), a red-light receptor, plays important roles in diverse biological processes in plants; however, its function in NH4 + uptake and stress responses of plants is unclear. Here, we observed that mutation in indeterminate domain 10 (IDD10), which encodes a key transcription factor in NH4 + signaling, led to NH4 + -sensitive root growth in light but not in the dark. Genetic combinations of idd10 and phy mutants demonstrated that phyB, but not phyA or phyC, suppressed NH4 + -sensitive root growth of idd10. PhyB mutants and PhyB overexpressors (PhyB OXs) accumulated more and less NH4 + , respectively, compared with wild-type plants. Real time quantitative polymerase chain reaction (RT-qPCR) revealed that PhyB negatively regulated NH4 + -mediated induction of Ammonium transporter 1;2 (AMT1;2). AMT1 RNAi plants with suppressed AMT1;1, AMT1;2, and AMT1;3 expression exhibited shorter primary roots under NH4 + conditions. This suggested that NH4 + uptake might be positively associated with root growth. Further, PhyB interacted with and inhibited IDD10 and brassinazole-resistant 1 (BZR1). IDD10 interacted with BZR1 to activate AMT1;2. NH4 + uptake is known to promote resistance of rice (Oryza sativa) to sheath blight (ShB) and saline-alkaline stress. Inoculation of Rhizoctonia solani demonstrated that PhyB and IDD10 negatively regulated and AMT1 and BZR1 positively regulated resistance of rice to ShB. In addition, PhyB negatively regulated and IDD10 and AMT1 positively regulated resistance of rice to saline-alkaline stress. This suggested that PhyB-IDD10-AMT1;2 signaling regulates the saline-alkaline response, whereas the PhyB-BZR1-AMT1;2 pathway modulates ShB resistance. Collectively, these data prove that mutation in the PhyB gene enhances the resistance of rice to ShB and saline-alkaline stress by increasing NH4 + uptake."
122,"F. Nagy, S. Kircher and E. Schäfer, ","""Nucleo-cytoplasmic partitioning of the plant photoreceptors phytochromes."", ",Seminars in cell & developmental biology ,11(6) ,(Dec. 2000). ,PUBMED: 11145880; ,,"Phytochromes in harmony with blue light photoreceptors play a major role in controlling plant growth and development from germination to seed maturation. Light absorption by phytochromes triggers a signaling cascade, phototransduction, which culminates in regulated gene expression. A major regulatory step at the cellular level, which affects specificities of light-induced physiological responses, seems to be the light-quality and light-quantity dependent nuclear import of the phytochromes themselves. The correlations found between the nuclear import of phytochromes (phyA and phyB) and various physiological responses regulated by these photoreceptors provides strong support for this hypothesis."
123,"D. Arico, M. Legris, L. Castro, CF. Garcia, A. Laino, JJ. Casal and MA. Mazzella, ","""Neighbour signals perceived by phytochrome B increase thermotolerance in Arabidopsis."", ","Plant, cell & environment ",42(9) ,(Sep. 2019). ,PUBMED: 31069808; ,DOI 10.1111/pce.13575.,"Due to the preeminence of reductionist approaches, understanding of plant responses to combined stresses is limited. We speculated that light-quality signals of neighbouring vegetation might increase susceptibility to heat shocks because shade reduces tissue temperature and hence the likeness of heat shocks. In contrast, plants of Arabidopsis thaliana grown under low-red/far-red ratios typical of shade were less damaged by heat stress than plants grown under simulated sunlight. Neighbour signals reduce the activity of phytochrome B (phyB), increasing the abundance of PHYTOCHROME-INTERACTING FACTORS (PIFs). The phyB mutant showed high tolerance to heat stress even under simulated sunlight, and a pif multiple mutant showed low tolerance under simulated shade. phyB and red/far-red ratio had no effects on seedlings acclimated with nonstressful warm temperatures before the heat shock. The phyB mutant showed reduced expression of several fatty acid desaturase (FAD) genes and less proportion of fully unsaturated fatty acids and electrolyte leakage of membranes exposed to heat shocks. Red-light-activated phyB also reduced thermotolerance of dark-grown seedlings but not via changes in FADs expression and membrane stability. We propose that the reduced photosynthetic capacity linked to thermotolerant membranes would be less costly under shade, where the light input limits photosynthesis."
124,"H. Dong, J. Liu, G. He, P. Liu and J. Sun, ","""Photoexcited phytochrome B interacts with brassinazole resistant 1 to repress brassinosteroid signaling in Arabidopsis."", ",Journal of integrative plant biology ,62(5) ,(May. 2020). ,PUBMED: 31081597; ,DOI 10.1111/jipb.12822.,"Photoreceptor phytochrome B (phyB) mediates a variety of light responses in plants. To further elucidate the molecular mechanisms of phyB-regulated hypocotyl elongation, we performed firefly luciferase complementation imaging (LCI) screening for phyB-interacting transcription factors (TFs). LCI assays showed that phyB possibly interacts with brassinazoleresistant 1 (BZR1), BZR2, AUXIN RESPONSE FACTOR 6 (ARF6), and several WRKY DNA-binding TFs in a red light-dependent manner. Furthermore, biochemical assays demonstrated that photoexcited phyB specifically interacts with non-phosphorylated BZR1, the physiologically active form of a master TF in brassinosteroid (BR) signaling, and this interaction can be competitively interfered by phytochrome-interacting factor 4. Furthermore, we showed that phyB can directly interact with the DNA-binding domain of BZR1 and affect the enrichment of BZR1 on the chromatin of target genes. Moreover, our genetic evidence and RNA-seq analysis demonstrated that phyB negatively regulates BR signaling. Together, we revealed that photoexcited phyB directly interacts with the TF BZR1 to repress BR signaling in Arabidopsis."
125,"Y. Wang, Y. Fan, D. Fan, X. Zhou, Y. Jiao, XW. Deng and D. Zhu, ","""The noncoding RNA HIDDEN TREASURE 1 promotes phytochrome B-dependent seed germination by repressing abscisic acid biosynthesis."", ",The Plant cell ,,(Nov. 2022). ,PUBMED: 36423345; ,DOI 10.1093/plcell/koac334.,"Light is a major environmental factor for seed germination. Red-light-activated phytochrome B (phyB) promotes seed germination by modulating the dynamic balance of two phytohormones, gibberellic acid (GA) and abscisic acid (ABA). How phyB modulates ABA biosynthesis after perceiving a light signal is not yet well understood. Here, we identified the noncoding RNA HIDDEN TREASURE 1 (HID1) as a repressor of ABA biosynthesis acting downstream of phyB during Arabidopsis thaliana seed germination. Loss of HID1 function led to delayed phyB-dependent seed germination. Photo-activated phyB promoted the accumulation of HID1 in the radicle within 48 hours of imbibition. Our transcriptomics analysis showed that HID1 and phyB co-regulate the transcription of a common set of genes involved in ABA and GA metabolism. Through a forward genetic screen, we identified three ABA biosynthesis genes, ABA DEFICIENT 1 (ABA1), ABA2, and ABA3, as suppressors of HID1. We further demonstrated that HID1 directly inhibits the transcription of 9-CIS-EPOXYCAROTENOID DIOXYGENASE (NCED9), a gene encoding a key rate-limiting enzyme of ABA biosynthesis. HID1 interacts with ARABIDOPSIS TRITHORAX-RELATED7 (ATXR7), an H3K4me3 methyltransferase, inhibiting its occupancy and H3K4me3 modification at the NCED9 locus. Our study reveals a nuclear mechanism of phyB signaling transmitted through HID1 to control the internal homeostasis of ABA and GA, which gradually optimizes the transcriptional network during seed germination."
126,"R. Sellaro, RW. Smith, M. Legris, C. Fleck and JJ. Casal, ","""Phytochrome B dynamics departs from photoequilibrium in the field."", ","Plant, cell & environment ",42(2) ,(Feb. 2019). ,PUBMED: 30216475; ,DOI 10.1111/pce.13445.,"Vegetation shade is characterized by marked decreases in the red/far-red ratio and photosynthetic irradiance. The activity of phytochrome in the field has typically been described by its photoequilibrium, defined by the photochemical properties of the pigment in combination with the spectral distribution of the light. This approach represents an oversimplification because phytochrome B (phyB) activity depends not only on its photochemical reactions but also on its rates of synthesis, degradation, translocation to the nucleus, and thermal reversion. To account for these complex cellular reactions, we used a model to simulate phyB activity under a range of field conditions. The model provided values of phyB activity that in turn predicted hypocotyl growth in the field with reasonable accuracy. On the basis of these observations, we define two scenarios, one is under shade, in cloudy weather, at the extremes of the photoperiod or in the presence of rapid fluctuations of the light environment caused by wind-induced movements of the foliage, where phyB activity departs from photoequilibrium and becomes affected by irradiance and temperature in addition to the spectral distribution. The other scenario is under full sunlight, where phyB activity responds mainly to the spectral distribution of the light."
127,"M. Hörner, K. Gerhardt, P. Salavei, P. Hoess, D. Härrer, J. Kaiser, JJ. Tabor and W. Weber, ","""Production of Phytochromes by High-Cell-Density E. coli Fermentation."", ",ACS synthetic biology ,8(10) ,(Oct. 2019). ,PUBMED: 31526004; ,DOI 10.1021/acssynbio.9b00267.,"Phytochromes are important photoreceptors of plants, bacteria, and fungi responsive to light in the red and far-red spectrum. For increasing applications in basic research, synthetic biology, and materials sciences, it is required to recombinantly produce and purify phytochromes in high amounts. An ideal host organism for this purpose is E. coli due to its widespread use, fast growth, and ability for high-cell-density fermentation. Here, we describe the development of a generic platform for the production of phytochromes in E. coli that is compatible with high-cell-density fermentation. We exemplify our approach by the production of the photosensory domains of phytochrome B (PhyB) from A. thaliana and of the cyanobacterial phytochrome 1 (Cph1) from Synechocystis PCC 6803 in the multigram scale per 10 L fermentation run."
128,"X. Jia, M. Song, S. Wang, T. Liu, L. Wang, L. Guo, L. Su, Y. Shi, X. Zheng and J. Yang, ","""Arabidopsis Phytochromes A and B Synergistically Repress SPA1 under Blue Light."", ",Journal of integrative plant biology ,,(Nov. 2022). ,PUBMED: 36394421; ,DOI 10.1111/jipb.13412.,"In Arabidopsis, although studies have demonstrated that phytochrome A (phy A) and phyB are involved in blue light signaling, how blue-light-activated phytochromes modulate the activity of the CONSTITUTIVELY PHOTOMORPHOGENIC1 (COP1)-SUPPRESSOR OF PHYA-105 (SPA1) E3 complex remains largely unknown. Here, we show that phyA responds to early and weak blue light, whereas phyB responds to sustainable and strong blue light. Activation of both phyA and phyB by blue light inhibits SPA1 activity. Specifically, blue light irradiation promoted the nuclear import of both phytochromes to stimulate their binding to SPA1, abolishing SPA1's interaction with LONG HYPOCOTYL 5 (HY5) to release HY5, which promotes seedling photomorphogenesis. This article is protected by copyright. All rights reserved."
129,"X. Xie, T. Kagawa and M. Takano, ","""The phytochrome B/phytochrome C heterodimer is necessary for phytochrome C-mediated responses in rice seedlings."", ",PloS one ,9(5) ,(2014). ,PUBMED: 24853557; ,DOI 10.1371/journal.pone.0097264.,"PhyC levels have been observed to be markedly lower in phyB mutants than in Arabidopsis or rice wild type etiolated seedlings, but the mechanism of this phenomenon has not been fully elucidated."
130,"Y. Oka, SG. Kong and T. Matsushita, ","""A non-covalently attached chromophore can mediate phytochrome B signaling in Arabidopsis."", ",Plant & cell physiology ,52(12) ,(Dec. 2011). ,PUBMED: 22006939; ,DOI 10.1093/pcp/pcr139.,"Phytochrome B (phyB) is the major informational photoreceptor in light-grown plants. The phyB polypeptide is folded into two domains, the N-terminal domain and the C-terminal domain. The N-terminal domain covalently binds to the chromophore via a particular cysteine residue, which allows the holoprotein to absorb light and undergo a photoreversible conformational change. The N-terminal domain of phyB interacts with transcription factors, such as PIF3 (PHYTOCHROME-INTERACTING FACTOR 3), to transduce the light signal to downstream components. Since substitution of the chromophore attachment site, Cys357, with alanine (C357A) abolishes the biological activity of Arabidopsis phyB, the covalent attachment with the chromophore is widely assumed to be necessary for phyB signal transduction. In this study, we show that Arabidopsis phyB is capable of transducing signals with a non-covalently retained chromophore. Substituting the Tyr276 residue of phyB with histidine (Y276H) is known to confer constitutive phyB signaling. PhyB containing both Y276H and C357A substitutions exhibited light-independent biological activity in transgenic Arabidopsis plants in a chromophore-dependent manner. Spectrophotometric analysis showed that the N-terminal domain of phyB containing just the C357A substitution could retain the chromophore non-covalently. The N-terminal domain containing both the Y276H and C357A substitutions interacted with PIF3 in a light-independent but chromophore-dependent fashion in yeast two-hybrid assays. From these results, we conclude that the constitutive phyB signaling conferred by Y276H requires the chromophore, but that the chromophore does not need to be covalently bonded to phyB."
131,"S. Liu, L. Yang, J. Li, W. Tang, J. Li and R. Lin, ","""FHY3 interacts with phytochrome B and regulates seed dormancy and germination."", ",Plant physiology ,187(1) ,(Sep. 2021). ,PUBMED: 33764465; ,DOI 10.1093/plphys/kiab147.,"Seed dormancy and germination are fundamental processes for plant propagation, both of which are tightly regulated by internal and external cues. Phytochrome B (phyB) is a major red/far-red-absorbing photoreceptor that senses light signals that modulate seed dormancy and germination. However, the components that directly transduce that signal downstream of phyB are mostly unknown. Here, we show that the transposase-derived transcription factor FAR-RED ELONGATED HYPOCOTYL3 (FHY3) inhibits seed dormancy and promotes phyB-mediated seed germination in Arabidopsis thaliana. FHY3 physically interacts with phyB in vitro and in vivo. RNA-sequencing and reverse transcription-quantitative polymerase chain reaction analyses showed that FHY3 regulates multiple downstream genes, including REVEILLE2 (RVE2), RVE7, and SPATULA (SPT). Yeast one-hybrid, electrophoresis mobility shift, and chromatin immunoprecipitation assays demonstrated that FHY3 directly binds these genes via a conserved FBS cis-element in their promoters. Furthermore, RVE2, RVE7, and GIBBERELLIN 3-OXIDASE 2 (GA3ox2) genetically act downstream of FHY3. Strikingly, light and phyB promote FHY3 protein accumulation. Our study reveals a transcriptional cascade consisting of phyB-FHY3-RVE2/RVE7/SPT-GA3ox2 that relays environmental light signals and thereby controls seed dormancy and germination."
132,"P. Song, Z. Yang, C. Guo, R. Han, H. Wang, J. Dong, D. Kang, Y. Guo, S. Yang and J. Li, ","""14-3-3 proteins regulate photomorphogenesis by facilitating light-induced degradation of PIF3."", ",The New phytologist ,237(1) ,(Jan. 2023). ,PUBMED: 36110045; ,DOI 10.1111/nph.18494.,"14-3-3s are highly conserved phosphopeptide-binding proteins that play important roles in various developmental and signaling pathways in plants. However, although protein phosphorylation has been proven to be a key mechanism for regulating many pivotal components of the light signaling pathway, the role of 14-3-3 proteins in photomorphogenesis remains largely obscure. PHYTOCHROME-INTERACTING FACTOR3 (PIF3) is an extensively studied transcription factor repressing photomorphogenesis, and it is well-established that upon red (R) light exposure, photo-activated phytochrome B (phyB) interacts with PIF3 and induces its rapid phosphorylation and degradation. PHOTOREGULATORY PROTEIN KINASES (PPKs), a family of nuclear protein kinases, interact with phyB and PIF3 in R light and mediate multisite phosphorylation of PIF3 in vivo. Here, we report that two members of the 14-3-3 protein family, 14-3-3λ and κ, bind to a serine residue in the bHLH domain of PIF3 that can be phosphorylated by PPKs, and act as key positive regulators of R light-induced photomorphogenesis. Moreover, 14-3-3λ and κ preferentially interact with photo-activated phyB and promote the phyB-PIF3-PPK complex formation, thereby facilitating phyB-induced phosphorylation and degradation of PIF3 upon R light exposure. Together, our data demonstrate that 14-3-3λ and κ work in close concert with the phyB-PIF3 module to regulate light signaling in Arabidopsis."
133,"JJ. Casal and C. Fankhauser, ","""Shade avoidance in the context of climate change."", ",Plant physiology ,,(Jan. 2023). ,PUBMED: 36617439; ,DOI 10.1093/plphys/kiad004.,"When exposed to changes in the light environment caused by neighbouring vegetation, shade-avoiding plants modify their growth and/or developmental patterns to access more sunlight. In Arabidopsis (Arabidopsis thaliana), neighbour cues reduce the activity of the photo-sensory receptors phytochrome B (phyB) and cryptochrome 1 (cry1), releasing photoreceptor repression imposed on PHYTOCHROME INTERACTING FACTORs (PIFs) and leading to transcriptional reprogramming. The phyB-PIF hub is at the core of all shade-avoidance responses, whilst other photo-sensory receptors and transcription factors contribute in a context-specific manner. CONSTITUTIVELY PHOTOMORPHOGENIC1 (COP1) is a master regulator of this hub, indirectly stabilising PIFs and targeting negative regulators of shade avoidance for degradation. Warm temperatures reduce the activity of phyB, which operates as a temperature sensor, and further increases the activities of PIF4 and PIF7 by independent temperature sensing mechanisms. The signalling network controlling shade avoidance is not buffered against climate change; rather, it integrates information about shade, temperature, salinity, drought, and likely flooding. We therefore predict that climate change will exacerbate shade-induced growth responses in some regions of the planet while limiting the growth potential in others."
134,"M. Endo, Y. Tanigawa, T. Murakami, T. Araki and A. Nagatani, ","""PHYTOCHROME-DEPENDENT LATE-FLOWERING accelerates flowering through physical interactions with phytochrome B and CONSTANS."", ",Proceedings of the National Academy of Sciences of the United States of America ,110(44) ,(Oct. 2013). ,PUBMED: 24127609; ,DOI 10.1073/pnas.1310631110.,"In flowering plants, light is one of the major environmental stimuli that determine the timing of the transition from the vegetative to reproductive phase. In Arabidopsis, phytochrome B (phyB); phyA; cryptochrome 2; and flavin-binding, KELCH repeat, F-BOX 1 are major photoreceptors that regulate flowering. Unlike phyA; cryptochrome 2; and flavin-binding, KELCH repeat, F-BOX 1, phyB delays flowering mainly by destabilizing the CONSTANS (CO) protein, whose reduction leads to decreased expression of a florigen gene, flowering locus T. However, it remains unclear how the phyB-mediated CO destabilization is mechanistically regulated. Here, we identify a unique phytochrome-dependent late-flowering (PHL) gene, which is mainly involved in the phyB-dependent regulation of flowering. Plants with mutant phl exhibited a late-flowering phenotype, especially under long-day conditions. The late-flowering phenotype of the phl mutant was completely overridden by a phyB mutation, indicating that PHL normally accelerates flowering by countering the inhibitory effect of phyB on flowering. Accordingly, PHL physically interacted with phyB both in vitro and in vivo in a red light-dependent manner. Furthermore, in the presence of phyB under red light, PHL interacted with CO as well. Taken together, we propose that PHL regulates photoperiodic flowering by forming a phyB-PHL-CO tripartite complex."
135,"Y. Uda, H. Miura, Y. Goto, K. Yamamoto, Y. Mii, Y. Kondo, S. Takada and K. Aoki, ","""Improvement of Phycocyanobilin Synthesis for Genetically Encoded Phytochrome-Based Optogenetics."", ",ACS chemical biology ,15(11) ,(Nov. 2020). ,PUBMED: 33164485; ,DOI 10.1021/acschembio.0c00477.,"Optogenetics is a powerful technique using photoresponsive proteins, and the light-inducible dimerization (LID) system, an optogenetic tool, allows to manipulate intracellular signaling pathways. One of the red/far-red responsive LID systems, phytochrome B (PhyB)-phytochrome interacting factor (PIF), has a unique property of controlling both association and dissociation by light on the second time scale, but PhyB requires a linear tetrapyrrole chromophore such as phycocyanobilin (PCB), and such chromophores are present only in higher plants and cyanobacteria. Here, we report that we further improved our previously developed PCB synthesis system (SynPCB) and successfully established a stable cell line containing a genetically encoded PhyB-PIF LID system. First, four genes responsible for PCB synthesis, namely, PcyA, HO1, Fd, and Fnr, were replaced with their counterparts derived from thermophilic cyanobacteria. Second, Fnr was truncated, followed by fusion with Fd to generate a chimeric protein, tFnr-Fd. Third, these genes were concatenated with P2A peptide cDNAs for polycistronic expression, resulting in an approximately 4-fold increase in PCB synthesis compared with the previous version. Finally, we incorporated the PhyB, PIF, and SynPCB system into drug inducible lentiviral and transposon vectors, which enabled us to induce PCB synthesis and the PhyB-PIF LID system by doxycycline treatment. These tools provide a new opportunity to advance our understanding of the causal relationship between intracellular signaling and cellular functions."
136,"P. Xu, H. Lian, F. Xu, T. Zhang, S. Wang, W. Wang, S. Du, J. Huang and HQ. Yang, ","""Phytochrome B and AGB1 Coordinately Regulate Photomorphogenesis by Antagonistically Modulating PIF3 Stability in Arabidopsis."", ",Molecular plant ,12(2) ,(Feb. 2019). ,PUBMED: 30576873; ,DOI 10.1016/j.molp.2018.12.003.,"Phytochrome B (phyB), the primary red light photoreceptor, promotes photomorphogenesis in Arabidopsis by interacting with the basic helix-loop-helix transcriptional factor PIF3 and inducing its phosphorylation and degradation. Heterotrimeric G proteins are known to regulate various developmental processes in plants and animals. In Arabidopsis, the G-protein β subunit AGB1 is known to repress photomorphogenesis. However, whether and how phyB and AGB1 coordinately regulate photomorphogenesis are largely unknown. Here we show that phyB physically interacts with AGB1 in a red light-dependent manner and that AGB1 interacts directly with PIF3. Moreover, we demonstrate that the AGB1-PIF3 interaction inhibits the association of PIF3 with phyB, leading to reduced phosphorylation and degradation of PIF3, whereas the phyB-AGB1 interaction represses the association of PIF3 with AGB1, resulting in enhanced phosphorylation and degradation of PIF3. Our results suggest that phyB and AGB1 antagonistically regulate PIF3 stability by dynamically interacting with each other and PIF3. This dynamic mechanism may allow plants to balance phyB and G-protein signaling to optimize photomorphogenesis."
